<<<<<<< HEAD
city,cluster,current_level_index,date,id,latitude,longitude,message,mode,progress_percentage,recommendation,ritmo,status,type,userId,user_id
Coimbra,Iniciante,35.98,2026-05-26T09:20:07,1r57EIJi2vxyRAgl4IO7,40.21071171900714,-8.421170713073527,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,75.83,True,16.3046,pending,invite,487b076a69a53671,4c885efe7bde3ff4
Braga,Avançado,37.79,2026-05-02T20:02:19,FZ0cIHCcqsKfPAQbESm8,41.54216217477272,-8.414940228612682,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,81.02,True,21.8615,pending,activity,3db4e6efff8b7518,57e17fffc619e182
Coimbra,Iniciante,79.13,2026-05-29T20:14:14,rQnyvMBVa04FvrY0XwqT,40.19703181850718,-8.412439850498208,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,18.68,True,20.1781,active,invite,487b076a69a53671,04964f8452901231
Porto,Moderado,15.74,2026-05-11T14:52:33,g3viKSLxK3zfVZCOc8GH,41.164565089923904,-8.635013411345202,Bom progresso! Mantém a consistência.,Ritmo Expert,81.45,True,14.7692,matched,activity,d57d393b16ba030e,daf96d2280390dec
Braga,Iniciante,37.11,2026-05-09T21:49:35,tEitBnncWmtvISUs1aLQ,41.5499551992561,-8.426392230839989,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,92.83,True,19.3125,active,invite,7e8fb26408446272,b30b0b43692b035b
Lisboa,Avançado,33.27,2026-05-02T21:23:29,REgY8LKzhoWS3RR10cBM,38.72767901956355,-9.139183915027395,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,48.08,True,16.8283,active,match,c7f34dc43387f858,3cc68b8049eb8d4c
Braga,Moderado,32.01,2026-05-26T18:44:33,FSiUrt9b1AKvm4x5TeFf,41.552355839866586,-8.434650001818294,Bom progresso! Mantém a consistência.,Ritmo Expert,12.47,True,15.9528,active,activity,c7f34dc43387f858,c7f34dc43387f858
Braga,Avançado,12.57,2026-05-10T21:54:09,0PXWI1cbcWgMvM49t7aH,41.542180218313,-8.421311505684434,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,69.11,True,13.5428,pending,match,2618243a251bd83f,c31244cee16e0c77
Porto,Moderado,67.0,2026-05-20T01:56:14,h9sd8llyMwBZ8lVaNrG1,41.14575137385291,-8.629910593068361,Bom progresso! Mantém a consistência.,Ritmo Expert,70.48,True,20.9158,pending,invite,487b076a69a53671,93279918e60ec274
Porto,Iniciante,46.94,2026-05-24T01:43:27,i9geGnO6PeJSv4fSEuPp,41.16698215471715,-8.633943218070668,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,97.05,True,13.9084,matched,activity,514af2be7dc985d8,55b620d8c0ab41e0
Braga,Iniciante,5.35,2026-05-08T04:57:29,r6ei9WMV0ivc9A24LJP2,41.547183597237925,-8.411355950405143,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,17.77,True,17.8441,pending,activity,57e7d972b508815d,57e7d972b508815d
Lisboa,Moderado,85.13,2026-05-27T22:20:39,XarV39fZgxhATALvumNi,38.73035922080101,-9.142748829367235,Bom progresso! Mantém a consistência.,Ritmo Iniciante,53.53,True,15.1611,matched,invite,d5eb4d757b335d0e,3993ad7e2565b6b0
Lisboa,Moderado,49.95,2026-05-03T10:13:54,YDFpbKJ7pNk7llHjhO99,38.72794814029924,-9.136387017853052,Bom progresso! Mantém a consistência.,Ritmo Iniciante,13.81,True,20.3275,pending,invite,487b076a69a53671,ec75a53f04901eec
Lisboa,Iniciante,99.67,2026-05-22T17:32:37,CCMfGwcztgMDSFoibnza,38.71701557407928,-9.137757061362565,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,90.19,True,16.9969,active,match,13db178cd9a1e37a,13db178cd9a1e37a
Coimbra,Avançado,37.35,2026-05-14T11:45:39,OU65AQD99BRnhVshSnRg,40.21404354392007,-8.396753590709032,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,60.98,True,17.5966,active,activity,057c44d337463e07,0f98939ac68105bb
Braga,Moderado,4.94,2026-05-02T23:51:23,b6XBChx1yQznyISuBHHQ,41.55060607563957,-8.42753697955653,Bom progresso! Mantém a consistência.,Ritmo Iniciante,79.33,True,17.6978,active,activity,06961ead71f8b1d8,34cbefbc28798720
Coimbra,Moderado,49.22,2026-05-18T12:03:33,iVAOzmdwAjRwVLCji27n,40.199384559255314,-8.401275048628243,Bom progresso! Mantém a consistência.,Ritmo Expert,2.43,True,18.9077,active,match,91279a646f8ea6ac,1b38ab967d98cc4e
Braga,Moderado,59.9,2026-05-15T00:26:49,W5QWcNgmna44FDk4zViM,41.54092282684816,-8.412910137429531,Bom progresso! Mantém a consistência.,Ritmo Iniciante,50.53,True,18.039,pending,invite,487b076a69a53671,e9da39984fb29dc6
Lisboa,Moderado,90.25,2026-05-15T16:16:36,xZRTG6diTuDzNLSJxGLm,38.71783960781966,-9.130917858504795,Bom progresso! Mantém a consistência.,Ritmo Avancado,96.63,True,17.8702,active,match,13db178cd9a1e37a,4c885efe7bde3ff4
Porto,Moderado,90.46,2026-05-18T22:20:30,7I8KxPuoM02rwmrwkn04,41.150406069704296,-8.62381595538473,Bom progresso! Mantém a consistência.,Ritmo Avancado,74.06,True,16.4448,active,invite,2a339e8954684016,ae7ec9246c4649bc
Coimbra,Moderado,73.62,2026-05-23T10:43:05,VTrlk68VpYrgpjtkAS6k,40.201491345079816,-8.407062827612982,Bom progresso! Mantém a consistência.,Ritmo Avancado,61.47,True,13.2758,matched,activity,f7c6682ad24d37f8,f7c6682ad24d37f8
Coimbra,Avançado,22.6,2026-05-01T08:11:54,zyhNFmKUNyZ9qeE72WzQ,40.19955547192297,-8.417284328447268,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,73.26,True,14.6443,pending,match,9cbee3c1d7168837,75778bdb64d1008e
Coimbra,Avançado,37.63,2026-05-19T11:19:01,EblfAXKTHEbKe5j5TBAS,40.20331830901506,-8.422913018899752,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,10.97,True,20.1554,pending,invite,234da97fe615c6b7,e7eb35b501d57e1f
Braga,Iniciante,63.3,2026-05-08T17:58:32,EeQwfn386njBLcfIF6Om,41.542509068216035,-8.422993034827563,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,24.56,True,17.0825,pending,invite,102edb38b5ec347f,102edb38b5ec347f
Lisboa,Moderado,68.25,2026-05-08T08:49:22,0ezPsrPDN8A3HIkqIMpi,38.71118046015685,-9.143740760940208,Bom progresso! Mantém a consistência.,Ritmo Iniciante,63.29,True,16.008,pending,activity,ce246387dd078174,ce246387dd078174
Lisboa,Iniciante,97.41,2026-05-19T03:45:51,RHVHbYyf8EtFpGpVzYBN,38.71775743167499,-9.144688019153334,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,48.81,True,13.7828,matched,invite,102edb38b5ec347f,91279a646f8ea6ac
Lisboa,Avançado,31.6,2026-05-21T14:21:37,TZ2Rxuza2vLWlmmHLViu,38.71628227049246,-9.143688191985751,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,41.96,True,12.8411,matched,invite,42ac1a2bf982f79c,514af2be7dc985d8
Porto,Moderado,25.55,2026-05-12T14:07:45,fm5vNcFVc3zDfwfuk3xY,41.15083832873499,-8.624511643121004,Bom progresso! Mantém a consistência.,Ritmo Avancado,71.04,True,15.8904,matched,activity,b8e78b83a62a0cb7,cb4c1290e91970dd
Braga,Avançado,19.42,2026-05-04T06:48:40,lNL5fg1h1hXI4Sl9PYDM,41.544000380596955,-8.431265025225727,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,71.71,True,20.6642,active,match,e1bd0a847e7079be,e1bd0a847e7079be
Coimbra,Moderado,58.39,2026-05-27T15:25:02,IVU1UL74lRdJwHYlrW8u,40.199300594423065,-8.402302871924729,Bom progresso! Mantém a consistência.,Ritmo Expert,90.8,True,16.3288,active,invite,3b1338c1207d1e2e,3b1338c1207d1e2e
Porto,Moderado,45.42,2026-05-16T17:00:15,O1wei34TVlUw0mFAPL4H,41.15033190188857,-8.620980365114374,Bom progresso! Mantém a consistência.,Ritmo Expert,52.23,True,19.2015,matched,activity,e84878f982129128,e84878f982129128
Lisboa,Moderado,8.78,2026-05-02T21:32:19,VOwAooLgHVcOXEwSOF9y,38.72103260468525,-9.135899879494682,Bom progresso! Mantém a consistência.,Ritmo Avancado,27.79,True,16.1908,matched,invite,6214b1b462c04096,3993ad7e2565b6b0
Braga,Iniciante,60.47,2026-05-27T16:03:07,fXSctKW7JIdAKtrcA9m4,41.54561526743348,-8.422141817897026,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,13.83,True,19.9166,matched,invite,7182af742e04dc6d,7182af742e04dc6d
Coimbra,Iniciante,24.56,2026-05-22T00:47:39,kxZyMCgAMMfD4uxQs0fp,40.20402153134477,-8.423112941808318,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,3.19,True,16.9447,active,match,42d576864f9952c7,42d576864f9952c7
Porto,Moderado,74.04,2026-05-30T02:07:52,g2ZqZqYotWYOU9iqKQre,41.161828145898845,-8.6196825486186,Bom progresso! Mantém a consistência.,Ritmo Expert,73.66,True,14.3043,active,invite,da211edc7bac01a0,7182af742e04dc6d
Lisboa,Moderado,12.1,2026-05-21T08:02:22,03Ke1fYlMsPOTKasVcej,38.718076859840046,-9.140493199705436,Bom progresso! Mantém a consistência.,Ritmo Expert,13.73,True,17.1931,pending,activity,2f2bd7547d602b7a,42ac1a2bf982f79c
Coimbra,Moderado,30.41,2026-05-17T23:12:54,ISwAl9DwCECQDJWmkeOV,40.19559241524582,-8.406273641783155,Bom progresso! Mantém a consistência.,Ritmo Avancado,74.4,True,23.502,pending,invite,d5eb4d757b335d0e,8dc02e5c153f83a3
Coimbra,Iniciante,6.09,2026-05-03T15:25:11,ueZzXxw09NeueE8RIWUj,40.19872690744568,-8.40973506955793,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,23.19,True,23.3697,matched,match,1791998ac3161359,42ac1a2bf982f79c
Braga,Moderado,85.82,2026-05-30T01:11:24,ioS1CijqiGjmsqVZjNRd,41.54822627235731,-8.435855412864857,Bom progresso! Mantém a consistência.,Ritmo Expert,12.07,True,19.4596,active,activity,64a94f9052422a0c,64a94f9052422a0c
Porto,Avançado,22.49,2026-05-08T09:32:56,js2IOrr4qrd6vgmQ1C3s,41.145596950313355,-8.635348250436284,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,54.4,True,17.5888,pending,invite,6f36a3307488809f,e9da39984fb29dc6
Lisboa,Avançado,81.72,2026-05-08T10:45:50,P2qtNod8KSKHSkYmm1YU,38.713900617405685,-9.137570015692226,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,89.0,True,18.9117,pending,invite,4c885efe7bde3ff4,3bc1bf7fb69f3ba3
Braga,Iniciante,17.18,2026-05-19T05:01:50,OswydLGcDHCiPf8eoPYX,41.54462665704573,-8.431912204209008,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,96.98,True,18.9506,pending,activity,c31244cee16e0c77,c31244cee16e0c77
Lisboa,Iniciante,83.5,2026-05-03T13:42:47,SoGQkY2N9U4x4xoyPofw,38.715140618471715,-9.13553645896422,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,79.8,True,17.8803,pending,activity,f7af4712fd6b9108,f7af4712fd6b9108
Coimbra,Avançado,76.91,2026-05-01T04:32:45,nm0y3XbBmwKKOLMbYyCO,40.20917956353468,-8.406305953491765,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,13.66,True,19.3228,matched,invite,c34c1310eab19c87,c34c1310eab19c87
Lisboa,Iniciante,43.43,2026-05-06T00:44:17,98li8KAwikgYh8KHUAtV,38.71083006657315,-9.143307039982458,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,47.48,True,18.6247,active,invite,04964f8452901231,514af2be7dc985d8
Porto,Moderado,99.62,2026-05-03T11:12:23,lu2nAYUe2nQHg71HrGCH,41.16509506322506,-8.629596705435063,Bom progresso! Mantém a consistência.,Ritmo Expert,49.94,True,17.0521,pending,match,19a558ecc36977ce,cb4c1290e91970dd
Porto,Iniciante,1.06,2026-05-08T20:23:14,7COzlx2EnfyMxB74jJuK,41.15962438966182,-8.620761244017114,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,69.56,True,14.4142,pending,activity,e1bd0a847e7079be,e1bd0a847e7079be
Lisboa,Avançado,46.76,2026-05-21T23:18:13,u8IcOIl7EooFDMNXYCXR,38.72464913795111,-9.138603711504487,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,89.86,True,16.6198,matched,invite,d632e4ce536ec364,d632e4ce536ec364
Lisboa,Moderado,33.96,2026-05-26T07:05:10,4ESoPlxEs4tooIZDS3j9,38.719083928791314,-9.135355166389454,Bom progresso! Mantém a consistência.,Ritmo Iniciante,25.19,True,20.3986,active,match,5311a0642c2564ad,7d176c63414fcd05
Braga,Avançado,96.77,2026-05-25T08:30:36,Al4hg35pFxMBsGICVlcy,41.5526953005587,-8.428687148308388,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,60.68,True,17.9056,pending,activity,cb4c1290e91970dd,3db4e6efff8b7518
Braga,Moderado,58.09,2026-05-15T00:41:04,bdeVb54o6H5aglg9ZKi5,41.54395591861126,-8.434933037139832,Bom progresso! Mantém a consistência.,Ritmo Expert,63.21,True,18.9009,pending,match,daf96d2280390dec,e7eb35b501d57e1f
Braga,Moderado,57.59,2026-05-29T11:12:33,SjYFVtc6moZMkXeojHn1,41.54831614152481,-8.430589047084831,Bom progresso! Mantém a consistência.,Ritmo Avancado,86.74,True,17.151,active,match,72ba4e2f87adceb5,5afe6ceac06784f5
Lisboa,Moderado,12.42,2026-05-18T18:29:36,paoMMt0KiUcSem3XmPdn,38.71412391709736,-9.131647957507361,Bom progresso! Mantém a consistência.,Ritmo Expert,14.95,True,14.8212,matched,activity,b572bc65fae8bec1,b572bc65fae8bec1
Porto,Moderado,71.0,2026-05-01T17:38:59,sSJsASQsY4X7WxxALLTa,41.151792264205504,-8.61768238501048,Bom progresso! Mantém a consistência.,Ritmo Iniciante,90.21,True,17.2841,pending,match,c7f34dc43387f858,de2dde23040292bc
Lisboa,Moderado,41.9,2026-05-18T23:42:47,OpjEnmj0LNM9ydr2pldP,38.72396796713843,-9.146755665090742,Bom progresso! Mantém a consistência.,Ritmo Expert,11.8,True,14.9326,active,invite,3cc68b8049eb8d4c,7f281c8dbac1f799
Coimbra,Moderado,28.2,2026-05-28T02:36:05,mXD7iqgPZCtLcN18CJkE,40.20938636582051,-8.402859471328524,Bom progresso! Mantém a consistência.,Ritmo Expert,60.75,True,14.7411,active,match,7e8fb26408446272,7e8fb26408446272
Coimbra,Moderado,67.1,2026-05-04T12:41:49,ZZEFGt8ixhcSJfBvPGIE,40.20324344951393,-8.412900027067092,Bom progresso! Mantém a consistência.,Ritmo Avancado,44.47,True,21.6169,active,activity,c51d4eb54f89fec8,c51d4eb54f89fec8
Coimbra,Moderado,61.34,2026-05-23T16:30:10,cBVy2KNMUxwfvYsdpY7j,40.21039312972581,-8.414039990365271,Bom progresso! Mantém a consistência.,Ritmo Avancado,61.97,True,16.7397,pending,invite,bbbe498ee44f6349,bbbe498ee44f6349
Coimbra,Avançado,55.67,2026-05-08T21:38:40,NtAgSsZxurx2e3hZUFXv,40.21233466584837,-8.40121713838591,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,77.95,True,15.7755,pending,activity,63d3511e9e857901,4c885efe7bde3ff4
Braga,Moderado,90.03,2026-05-19T13:01:36,TMwzClnaGuurP9soUAXW,41.54351730411361,-8.419754066087169,Bom progresso! Mantém a consistência.,Ritmo Expert,96.51,True,22.8539,matched,invite,9cbee3c1d7168837,131c7dd8f3ab4b35
Lisboa,Avançado,54.09,2026-05-21T20:36:00,XnGW9Q8Ur1LgBLFhVxCS,38.71743737640882,-9.13505915473297,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,74.51,True,20.445,active,activity,d5eb4d757b335d0e,57e7d972b508815d
Lisboa,Iniciante,42.08,2026-05-26T11:57:44,TzYqDZF0J8JdK6nT13BZ,38.71729056173479,-9.135534918927327,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,38.22,True,16.8855,active,match,b572bc65fae8bec1,c31244cee16e0c77
Braga,Avançado,23.59,2026-05-30T23:37:47,ckdb8fYX3ruce0WBis6t,41.54536469406237,-8.428602746450519,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,0.01,True,19.2829,active,activity,e8c9832b5c388bb5,e8c9832b5c388bb5
Braga,Iniciante,89.18,2026-05-20T10:05:30,A8RQ0buPIdJjZm7dbzDK,41.545795557259396,-8.438924796091717,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,17.27,True,17.2926,matched,match,8e7f2987241c2818,82a83fc853728306
Braga,Avançado,11.49,2026-05-26T20:16:59,3CZxMDSa9h0QZf8KaGc1,41.53663848184334,-8.44200489809102,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,96.9,True,15.922,matched,activity,923d0315f3ae2bb3,430f674c6dfe941a
Porto,Avançado,88.84,2026-05-04T08:16:01,XVdWPQPl8DkuZWG5hPer,41.15585998439774,-8.63829278615549,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,42.98,True,19.4241,matched,match,cbf338d836298cb7,1b1cc9cee9f27003
Coimbra,Iniciante,13.84,2026-05-19T04:40:17,DqOiHzAEDhPM3clmm24T,40.20445231497639,-8.417650681086737,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,56.05,True,17.0271,matched,activity,3c58290022ed11b1,e1bd0a847e7079be
Porto,Moderado,34.3,2026-05-03T14:49:52,7iLfUFDwPcIyo0NjFDTz,41.16639510797041,-8.63342284595935,Bom progresso! Mantém a consistência.,Ritmo Avancado,79.15,True,18.2265,matched,activity,13db178cd9a1e37a,19a558ecc36977ce
Braga,Avançado,99.37,2026-05-27T08:27:15,2yZ0QaPqpzAHMKuFbshg,41.54102500127276,-8.43466848934061,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,36.79,True,21.0641,pending,match,72ba4e2f87adceb5,72ba4e2f87adceb5
Braga,Moderado,24.26,2026-05-22T03:56:24,tzRVfWaRQI1CuRKHzbCI,41.54323452101638,-8.424205543699493,Bom progresso! Mantém a consistência.,Ritmo Expert,93.5,True,20.7336,matched,invite,0f98939ac68105bb,f7c6682ad24d37f8
Lisboa,Moderado,50.87,2026-05-14T01:36:57,EYvfzdzTe3POsc3Qn37u,38.73172039092029,-9.136242473491965,Bom progresso! Mantém a consistência.,Ritmo Iniciante,58.72,True,16.3497,pending,match,574582321d04df00,574582321d04df00
Porto,Iniciante,23.19,2026-05-26T06:11:35,Im5Qff4txbztuontT31M,41.1515310690233,-8.632499891336776,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,91.12,True,19.4581,pending,activity,102edb38b5ec347f,5e1de20fecf98844
Lisboa,Avançado,42.02,2026-05-13T18:05:42,55sH4YaSGVTw6Qi71jI7,38.72029161696586,-9.137169806332693,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,30.13,True,14.6164,pending,match,c34c1310eab19c87,cb4c1290e91970dd
Braga,Moderado,64.48,2026-05-17T01:37:46,fg9WrT51cyHU843rW0da,41.54380053840017,-8.416355497639831,Bom progresso! Mantém a consistência.,Ritmo Avancado,0.47,True,19.3512,pending,activity,72ba4e2f87adceb5,e1bd0a847e7079be
Coimbra,Avançado,6.69,2026-05-06T05:44:20,g2BR6V4j1Hl3SdVwxVzr,40.21369583917106,-8.406042685916708,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,87.46,True,18.4455,matched,activity,5afe6ceac06784f5,5afe6ceac06784f5
Braga,Avançado,95.74,2026-05-02T20:13:30,Njlga237YvAeQkgMQOKL,41.551147632698985,-8.435189220284318,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,69.41,True,19.1369,active,match,9d789fd91804129f,c85cdb0ef48d09c8
Coimbra,Moderado,27.22,2026-05-15T01:28:36,iQxg6iS9h2ibJAOYxS4u,40.197087367887605,-8.402127290569648,Bom progresso! Mantém a consistência.,Ritmo Iniciante,58.2,True,17.1077,active,match,131c7dd8f3ab4b35,131c7dd8f3ab4b35
Porto,Iniciante,25.84,2026-05-14T11:15:34,ug2o8yZgZSjUt0cmB79b,41.15119189855993,-8.627076088577844,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,95.86,True,24.2522,pending,activity,e8c9832b5c388bb5,e8c9832b5c388bb5
Braga,Moderado,0.93,2026-05-13T04:03:27,Szp90SuXBJIDL7YxvkKL,41.544274019945526,-8.425876900454808,Bom progresso! Mantém a consistência.,Ritmo Iniciante,3.3,True,15.2961,pending,invite,cb4c1290e91970dd,c6a2d85265d19a41
Porto,Iniciante,55.36,2026-05-23T05:18:29,i1waJmRscXZdf2EctCzs,41.15828531951865,-8.621962815888095,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,1.22,True,20.9147,matched,activity,234da97fe615c6b7,234da97fe615c6b7
Coimbra,Iniciante,19.46,2026-05-13T15:48:08,8C9t1K78wAGGZKB7GkE3,40.194377855060495,-8.420416036044385,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,95.64,True,14.9049,pending,match,42ac1a2bf982f79c,42ac1a2bf982f79c
Coimbra,Moderado,51.75,2026-05-29T09:08:40,BHYAi2dv1QvbyEiGioya,40.20140656009858,-8.404764663270223,Bom progresso! Mantém a consistência.,Ritmo Avancado,23.62,True,19.513,pending,invite,bbbe498ee44f6349,bbbe498ee44f6349
Braga,Avançado,70.73,2026-05-24T07:24:55,XT5biJFq65JX3ZLWSlIT,41.555145154164656,-8.432441071391791,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,24.27,True,19.7274,active,invite,c85cdb0ef48d09c8,a2fd30e5fa49ad53
Coimbra,Moderado,19.75,2026-05-10T08:12:12,gC43tLySs1yItOBFgVMs,40.20903502277995,-8.403693090827968,Bom progresso! Mantém a consistência.,Ritmo Expert,88.23,True,18.1649,pending,invite,7d176c63414fcd05,e84878f982129128
Lisboa,Iniciante,31.6,2026-05-01T05:10:13,KqDCjOm1eoo8TXmygs8n,38.72344237809853,-9.132988977071003,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,64.27,True,16.514,pending,match,53c682ded6545e06,53c682ded6545e06
Coimbra,Avançado,70.11,2026-05-11T22:17:34,9nnq59eyat2XykLdOEcM,40.196873492052866,-8.405832298724842,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,85.07,True,18.4234,active,match,fb188f553674b4c4,fb188f553674b4c4
Coimbra,Iniciante,49.8,2026-05-17T03:10:15,bfUV2WXpApkqMo6IOQVr,40.206509893771766,-8.420124220435552,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,95.05,True,18.801,pending,match,fb188f553674b4c4,3b1338c1207d1e2e
Lisboa,Iniciante,26.14,2026-05-03T19:01:47,fzgEenlF3h6rY94FgfIu,38.72986322112288,-9.136931152476382,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,24.07,True,23.3698,matched,invite,17b4966e9be4d8d8,5a7b6516c51a4d4e
Porto,Avançado,55.63,2026-05-29T04:50:55,HD8qAOy2HpugVyfiUW2m,41.163667296626556,-8.638226740183649,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,81.41,True,15.383,pending,activity,3811390588367f0e,3811390588367f0e
Porto,Avançado,97.15,2026-05-17T20:43:29,PjjJo2YaaKZryot6HfJA,41.158731539354015,-8.611945268408201,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,35.89,True,16.3323,matched,activity,bb4bb9fbcfcc16d1,5311a0642c2564ad
Coimbra,Iniciante,55.37,2026-05-27T15:46:16,N98Xiek1bmVOaJTlRDnU,40.199803237538816,-8.41604583990604,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,81.71,True,18.8542,active,activity,3c58290022ed11b1,ae7ec9246c4649bc
Lisboa,Iniciante,55.41,2026-05-16T21:05:50,jkCP4ua5PtsA9uYV4yCc,38.713858884693074,-9.14315527307285,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,69.77,True,17.2318,active,activity,389da1f3a7c1d8de,d57d393b16ba030e
Lisboa,Iniciante,88.71,2026-05-04T01:22:42,shyH15ybwlw1CoPRrMKV,38.72123130889814,-9.130114499856612,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,94.89,True,17.6999,pending,invite,b8e78b83a62a0cb7,7d176c63414fcd05
