actionId,date,userId
take_break,2024-10-21 15:58:34,user_0193
change_style,2024-12-13 13:42:18,user_0084
change_style,2024-04-29 14:59:11,user_0128
maintain_pace,2023-04-18 01:14:34,user_0163
change_style,2023-11-21 18:42:58,user_0138
change_style,2024-07-05 15:23:59,user_0175
decrease_intensity,2023-04-09 23:41:23,user_0092
increase_intensity,2023-10-06 02:13:44,user_0035
decrease_intensity,2023-10-04 22:33:29,user_0062
take_break,2023-05-05 10:25:24,user_0033
decrease_intensity,2023-01-15 13:35:46,user_0143
maintain_pace,2024-05-17 07:53:19,user_0085
decrease_intensity,2024-08-20 02:30:49,user_0106
change_style,2024-11-10 14:06:25,user_0163
maintain_pace,2024-03-02 23:17:38,user_0123
maintain_pace,2023-05-13 17:43:32,user_0115
take_break,2024-10-14 14:40:13,user_0117
take_break,2024-12-09 07:35:53,user_0101
change_style,2024-11-22 00:30:12,user_0138
increase_intensity,2024-02-18 18:02:17,user_0080
maintain_pace,2024-10-08 11:46:46,user_0148
change_style,2024-12-22 02:31:26,user_0136
take_break,2024-10-09 03:19:01,user_0109
take_break,2023-02-20 06:57:09,user_0095
increase_intensity,2023-04-09 12:12:30,user_0008
maintain_pace,2023-08-08 01:49:53,user_0141
maintain_pace,2023-10-15 08:08:52,user_0088
change_style,2023-04-20 02:59:40,user_0059
increase_intensity,2024-12-25 19:33:07,user_0081
decrease_intensity,2024-07-31 09:45:04,user_0175
change_style,2024-05-03 07:11:44,user_0060
maintain_pace,2024-12-02 22:47:45,user_0169
change_style,2023-08-23 02:38:21,user_0052
change_style,2024-06-03 07:52:16,user_0076
change_style,2024-11-23 14:18:22,user_0120
change_style,2023-03-02 15:26:01,user_0182
maintain_pace,2024-03-16 01:16:33,user_0036
increase_intensity,2024-08-06 12:02:44,user_0077
increase_intensity,2023-01-12 15:32:27,user_0099
take_break,2024-10-12 11:09:20,user_0069
take_break,2023-11-01 22:46:52,user_0141
decrease_intensity,2023-05-04 09:56:02,user_0200
increase_intensity,2024-09-13 09:56:58,user_0011
change_style,2023-05-21 04:14:43,user_0008
take_break,2023-07-24 13:54:25,user_0159
change_style,2024-01-15 21:57:42,user_0062
decrease_intensity,2024-10-30 15:00:25,user_0140
increase_intensity,2023-12-24 09:57:02,user_0139
maintain_pace,2024-10-23 05:54:27,user_0145
decrease_intensity,2023-02-07 23:14:02,user_0155
maintain_pace,2023-06-24 07:50:41,user_0077
increase_intensity,2023-08-12 20:15:53,user_0141
maintain_pace,2023-11-24 17:16:20,user_0105
increase_intensity,2023-11-13 01:16:41,user_0086
change_style,2023-01-30 12:47:04,user_0110
decrease_intensity,2024-07-01 11:57:30,user_0172
change_style,2024-07-08 15:05:02,user_0058
increase_intensity,2023-12-01 09:41:36,user_0088
increase_intensity,2023-02-28 13:52:41,user_0158
change_style,2024-02-07 10:19:20,user_0141
change_style,2023-04-06 08:59:07,user_0008
change_style,2024-12-15 02:54:59,user_0197
decrease_intensity,2024-03-31 15:27:08,user_0107
decrease_intensity,2024-06-20 06:54:53,user_0120
increase_intensity,2023-01-15 00:35:49,user_0064
take_break,2023-10-05 21:21:28,user_0052
change_style,2024-10-22 07:27:00,user_0134
maintain_pace,2023-10-05 09:53:48,user_0071
maintain_pace,2023-01-27 06:25:29,user_0182
maintain_pace,2024-05-05 11:45:23,user_0022
change_style,2024-05-23 16:55:07,user_0191
take_break,2023-09-03 00:19:25,user_0079
take_break,2024-08-09 07:07:06,user_0037
decrease_intensity,2024-09-15 03:32:20,user_0184
take_break,2024-07-26 09:47:18,user_0169
maintain_pace,2023-10-25 06:03:25,user_0188
maintain_pace,2023-09-07 18:05:40,user_0148
change_style,2024-11-19 07:43:03,user_0095
decrease_intensity,2024-06-08 22:55:54,user_0115
increase_intensity,2024-02-08 05:44:38,user_0197
decrease_intensity,2023-12-23 20:18:32,user_0173
increase_intensity,2023-07-14 16:06:09,user_0122
decrease_intensity,2024-10-28 18:01:14,user_0058
take_break,2024-11-01 16:57:27,user_0165
decrease_intensity,2023-03-03 21:36:49,user_0167
change_style,2024-05-01 08:13:11,user_0003
increase_intensity,2023-08-21 14:06:57,user_0077
take_break,2024-01-07 10:01:23,user_0075
take_break,2023-03-24 20:57:45,user_0093
decrease_intensity,2024-08-14 20:25:44,user_0038
take_break,2024-08-11 13:05:27,user_0174
maintain_pace,2023-03-20 03:30:32,user_0121
maintain_pace,2023-02-24 07:44:39,user_0049
maintain_pace,2023-09-30 13:45:46,user_0034
decrease_intensity,2023-04-23 10:11:14,user_0154
increase_intensity,2024-08-08 01:31:39,user_0130
decrease_intensity,2024-07-22 13:55:09,user_0123
change_style,2024-09-22 11:51:20,user_0056
take_break,2023-01-08 00:59:04,user_0100
maintain_pace,2023-01-10 19:35:43,user_0135
decrease_intensity,2024-08-12 02:23:56,user_0116
decrease_intensity,2024-09-27 05:11:46,user_0036
take_break,2024-03-26 17:54:39,user_0168
decrease_intensity,2023-04-25 01:23:28,user_0026
maintain_pace,2024-04-02 01:44:02,user_0084
take_break,2024-09-28 02:02:28,user_0075
increase_intensity,2023-12-03 08:34:03,user_0090
maintain_pace,2024-09-29 13:59:35,user_0121
change_style,2024-07-27 21:01:34,user_0099
change_style,2023-03-19 06:11:22,user_0069
take_break,2023-03-31 01:03:41,user_0016
maintain_pace,2024-05-29 00:39:59,user_0075
maintain_pace,2023-05-26 15:36:48,user_0097
maintain_pace,2024-06-28 15:02:33,user_0137
change_style,2023-03-01 05:50:45,user_0150
take_break,2023-03-08 22:39:07,user_0005
change_style,2024-11-25 12:23:11,user_0120
decrease_intensity,2023-01-03 19:17:48,user_0043
increase_intensity,2024-07-31 20:42:16,user_0098
change_style,2023-06-20 03:29:13,user_0030
take_break,2023-02-06 11:58:33,user_0074
change_style,2023-02-27 23:17:50,user_0128
decrease_intensity,2023-08-22 21:29:41,user_0032
decrease_intensity,2024-01-22 09:55:21,user_0017
decrease_intensity,2023-12-14 12:17:34,user_0108
decrease_intensity,2023-05-25 00:41:30,user_0067
increase_intensity,2024-12-22 04:31:34,user_0127
maintain_pace,2024-03-17 23:37:15,user_0154
decrease_intensity,2023-05-16 19:51:24,user_0012
increase_intensity,2023-07-30 06:52:20,user_0037
change_style,2024-05-08 14:18:41,user_0170
decrease_intensity,2024-09-23 10:56:38,user_0057
change_style,2023-02-14 17:23:10,user_0012
change_style,2023-05-15 23:56:09,user_0174
take_break,2023-01-05 14:36:38,user_0155
increase_intensity,2023-05-09 08:54:28,user_0078
increase_intensity,2023-05-25 08:03:47,user_0007
decrease_intensity,2023-04-16 01:00:04,user_0038
decrease_intensity,2024-01-31 15:48:45,user_0176
decrease_intensity,2024-12-11 02:07:10,user_0042
increase_intensity,2024-05-25 23:25:19,user_0123
change_style,2024-05-28 02:14:56,user_0155
change_style,2023-02-25 07:39:41,user_0138
decrease_intensity,2023-05-17 13:04:54,user_0042
change_style,2023-08-23 15:01:24,user_0186
decrease_intensity,2024-12-25 03:29:48,user_0107
maintain_pace,2023-04-29 13:39:39,user_0041
change_style,2024-04-08 18:24:07,user_0009
increase_intensity,2024-03-08 09:14:22,user_0108
take_break,2024-03-15 03:13:31,user_0174
increase_intensity,2024-01-05 20:35:09,user_0105
increase_intensity,2023-07-28 08:15:38,user_0093
take_break,2023-11-08 08:41:18,user_0082
decrease_intensity,2024-08-24 20:41:21,user_0182
change_style,2024-06-20 20:57:50,user_0093
increase_intensity,2024-01-23 07:15:02,user_0119
change_style,2024-04-23 00:50:05,user_0121
take_break,2024-12-07 17:47:45,user_0187
take_break,2023-07-03 17:13:34,user_0013
change_style,2024-07-04 15:17:06,user_0086
change_style,2023-02-17 04:43:35,user_0016
take_break,2023-02-15 19:57:27,user_0173
decrease_intensity,2023-09-09 06:47:28,user_0032
change_style,2024-06-19 00:39:23,user_0168
maintain_pace,2024-03-28 11:41:28,user_0090
maintain_pace,2024-08-19 22:09:55,user_0095
change_style,2023-02-28 08:45:08,user_0172
increase_intensity,2024-07-12 00:52:49,user_0106
take_break,2024-06-06 18:14:31,user_0118
decrease_intensity,2023-01-09 18:13:17,user_0175
maintain_pace,2024-06-27 07:35:15,user_0113
maintain_pace,2023-03-06 09:49:08,user_0070
increase_intensity,2024-03-05 08:11:19,user_0188
change_style,2024-10-30 22:09:39,user_0035
increase_intensity,2023-09-21 21:07:33,user_0075
decrease_intensity,2024-05-12 04:32:09,user_0188
change_style,2024-05-10 01:59:09,user_0037
maintain_pace,2023-02-18 02:11:48,user_0022
maintain_pace,2023-07-11 13:54:05,user_0141
take_break,2024-09-04 23:59:06,user_0144
decrease_intensity,2023-11-26 01:47:14,user_0086
maintain_pace,2024-06-25 19:12:54,user_0060
increase_intensity,2023-12-17 17:27:47,user_0042
maintain_pace,2023-12-31 18:39:18,user_0141
increase_intensity,2024-07-11 06:59:11,user_0191
increase_intensity,2023-08-17 20:04:34,user_0160
change_style,2024-12-30 08:11:12,user_0023
change_style,2023-05-19 21:47:38,user_0171
maintain_pace,2024-03-04 16:15:15,user_0160
maintain_pace,2023-02-01 04:05:41,user_0102
increase_intensity,2023-09-15 14:43:11,user_0156
change_style,2023-12-06 09:49:59,user_0161
maintain_pace,2023-12-03 23:56:11,user_0154
change_style,2024-11-05 02:46:27,user_0081
decrease_intensity,2024-09-09 22:21:27,user_0170
increase_intensity,2024-12-10 18:16:35,user_0029
change_style,2023-12-05 10:41:23,user_0130
maintain_pace,2024-10-18 08:02:57,user_0102
increase_intensity,2023-11-27 02:07:50,user_0162
take_break,2023-04-14 17:17:32,user_0114
increase_intensity,2024-07-01 21:40:21,user_0110
decrease_intensity,2023-11-03 07:20:32,user_0166
increase_intensity,2023-01-18 20:53:11,user_0012
change_style,2023-04-12 18:50:56,user_0180
change_style,2023-08-20 04:59:44,user_0149
maintain_pace,2024-12-23 12:37:57,user_0091
maintain_pace,2024-04-06 12:01:19,user_0040
increase_intensity,2023-10-19 13:48:28,user_0195
increase_intensity,2023-01-11 04:24:24,user_0101
increase_intensity,2024-07-31 16:53:30,user_0177
change_style,2024-04-28 02:14:48,user_0154
change_style,2023-05-07 03:06:16,user_0052
take_break,2024-03-08 20:15:32,user_0062
take_break,2023-05-15 06:05:47,user_0069
take_break,2023-03-11 05:42:19,user_0110
maintain_pace,2023-10-13 15:25:46,user_0061
change_style,2023-04-20 10:14:41,user_0084
increase_intensity,2023-09-04 05:45:45,user_0046
increase_intensity,2023-01-16 19:50:43,user_0072
take_break,2023-10-14 07:54:10,user_0107
maintain_pace,2023-08-10 13:42:27,user_0157
maintain_pace,2024-11-28 07:01:47,user_0050
take_break,2024-02-06 00:14:15,user_0105
increase_intensity,2023-06-16 05:59:32,user_0002
maintain_pace,2023-12-22 04:05:21,user_0192
decrease_intensity,2024-06-12 07:44:08,user_0066
take_break,2023-11-12 23:38:28,user_0102
increase_intensity,2024-11-22 13:14:13,user_0171
decrease_intensity,2023-04-27 16:03:28,user_0138
change_style,2024-12-08 10:37:49,user_0109
increase_intensity,2023-02-13 15:00:09,user_0181
decrease_intensity,2024-12-02 20:25:06,user_0092
change_style,2023-02-18 20:11:40,user_0028
maintain_pace,2023-08-24 23:54:33,user_0128
increase_intensity,2023-12-14 23:47:18,user_0002
increase_intensity,2023-07-31 04:55:08,user_0157
maintain_pace,2023-06-21 15:52:13,user_0052
increase_intensity,2024-11-19 15:16:53,user_0142
take_break,2024-08-09 15:27:29,user_0028
decrease_intensity,2023-10-31 22:22:17,user_0001
change_style,2023-01-10 11:11:32,user_0187
change_style,2023-08-13 20:17:40,user_0044
decrease_intensity,2023-04-26 18:42:50,user_0080
take_break,2024-04-05 05:38:32,user_0085
increase_intensity,2024-05-14 08:41:18,user_0171
maintain_pace,2023-11-10 04:02:06,user_0017
maintain_pace,2023-03-30 22:45:58,user_0182
increase_intensity,2023-04-05 11:34:47,user_0015
change_style,2023-07-25 18:50:15,user_0048
decrease_intensity,2024-06-13 01:44:17,user_0046
decrease_intensity,2024-08-12 04:49:02,user_0177
change_style,2024-09-22 18:59:19,user_0164
decrease_intensity,2023-09-27 18:49:23,user_0014
change_style,2024-12-09 09:56:45,user_0131
take_break,2023-02-16 01:56:59,user_0100
increase_intensity,2023-11-23 08:48:36,user_0134
change_style,2023-11-01 09:51:00,user_0126
take_break,2023-06-02 21:40:08,user_0022
change_style,2023-08-27 03:02:05,user_0022
take_break,2023-06-20 09:50:23,user_0164
take_break,2024-09-28 11:13:43,user_0091
take_break,2023-08-17 03:38:56,user_0199
increase_intensity,2024-10-30 11:43:41,user_0178
change_style,2024-12-10 22:41:17,user_0076
change_style,2024-07-28 08:50:36,user_0080
change_style,2024-02-10 03:31:31,user_0197
take_break,2024-02-26 08:53:27,user_0113
decrease_intensity,2023-08-30 16:11:01,user_0035
decrease_intensity,2023-05-22 21:29:54,user_0009
change_style,2023-04-03 19:22:02,user_0157
decrease_intensity,2023-08-23 22:30:35,user_0027
decrease_intensity,2024-04-06 20:35:02,user_0185
decrease_intensity,2024-12-09 22:17:49,user_0089
take_break,2023-06-17 02:47:44,user_0059
change_style,2024-03-08 18:27:55,user_0170
change_style,2023-06-23 00:33:11,user_0181
maintain_pace,2024-08-21 08:23:25,user_0038
maintain_pace,2023-12-23 16:03:37,user_0089
decrease_intensity,2023-12-09 22:03:52,user_0132
change_style,2023-01-15 03:50:25,user_0107
decrease_intensity,2024-01-09 00:01:38,user_0180
take_break,2023-03-11 18:36:29,user_0044
change_style,2024-07-01 15:22:10,user_0023
take_break,2024-03-31 05:35:40,user_0070
take_break,2023-03-01 08:30:37,user_0077
change_style,2023-12-25 09:16:37,user_0069
decrease_intensity,2024-03-15 21:32:53,user_0188
maintain_pace,2024-10-12 08:45:11,user_0132
decrease_intensity,2024-11-30 12:56:18,user_0131
maintain_pace,2023-07-14 04:26:53,user_0023
increase_intensity,2023-11-25 02:58:33,user_0037
maintain_pace,2024-07-21 12:37:47,user_0018
change_style,2024-07-31 15:15:11,user_0099
maintain_pace,2023-07-21 15:12:20,user_0005
increase_intensity,2023-04-15 10:49:13,user_0041
maintain_pace,2024-09-10 20:58:44,user_0092
decrease_intensity,2023-02-13 02:03:08,user_0166
maintain_pace,2023-06-30 00:10:48,user_0175
change_style,2024-04-07 03:22:59,user_0123
change_style,2023-08-27 20:47:45,user_0082
take_break,2024-08-25 03:08:25,user_0072
decrease_intensity,2023-12-19 06:19:50,user_0140
decrease_intensity,2023-04-17 16:01:33,user_0158
maintain_pace,2023-07-19 02:42:45,user_0006
maintain_pace,2023-08-22 15:01:29,user_0189
change_style,2024-12-20 06:11:08,user_0200
take_break,2024-03-17 11:35:18,user_0119
increase_intensity,2024-01-27 12:09:14,user_0192
maintain_pace,2024-08-24 14:52:13,user_0111
decrease_intensity,2024-04-16 11:08:39,user_0112
maintain_pace,2024-11-30 03:21:15,user_0069
take_break,2024-03-12 05:43:39,user_0139
decrease_intensity,2023-03-29 20:44:58,user_0190
take_break,2024-06-19 09:31:01,user_0121
decrease_intensity,2024-06-20 21:52:13,user_0145
maintain_pace,2023-05-23 07:24:10,user_0077
take_break,2024-08-06 03:49:32,user_0020
change_style,2023-07-26 04:38:01,user_0095
decrease_intensity,2024-07-31 05:13:37,user_0154
take_break,2023-11-05 18:48:28,user_0092
take_break,2024-08-20 13:38:09,user_0187
increase_intensity,2023-01-08 23:12:48,user_0153
increase_intensity,2023-07-10 12:30:27,user_0112
maintain_pace,2023-04-16 03:55:27,user_0018
change_style,2023-01-19 10:58:13,user_0157
change_style,2024-04-20 16:38:40,user_0067
take_break,2024-07-10 12:47:09,user_0035
take_break,2023-02-27 10:59:36,user_0102
take_break,2023-12-06 09:44:22,user_0015
decrease_intensity,2024-10-26 03:48:43,user_0051
maintain_pace,2023-04-18 18:12:37,user_0131
maintain_pace,2024-04-01 21:35:25,user_0021
increase_intensity,2024-02-10 08:13:53,user_0189
take_break,2024-03-09 12:09:55,user_0003
take_break,2024-07-07 16:14:47,user_0181
decrease_intensity,2023-03-20 15:41:24,user_0035
take_break,2023-07-19 16:37:55,user_0178
take_break,2023-07-21 10:38:03,user_0008
maintain_pace,2024-05-30 14:19:07,user_0176
take_break,2023-11-27 22:24:09,user_0003
decrease_intensity,2023-04-29 22:01:37,user_0054
decrease_intensity,2023-04-04 19:56:42,user_0112
change_style,2024-11-28 22:58:09,user_0130
change_style,2023-04-01 10:59:23,user_0161
increase_intensity,2024-09-25 10:45:52,user_0200
decrease_intensity,2024-02-08 09:06:58,user_0140
decrease_intensity,2023-09-27 05:45:40,user_0019
maintain_pace,2023-08-19 03:30:29,user_0146
change_style,2024-06-09 23:10:54,user_0178
increase_intensity,2024-02-06 14:13:37,user_0085
maintain_pace,2024-04-04 02:09:31,user_0022
maintain_pace,2024-04-16 19:40:19,user_0030
change_style,2023-10-16 17:49:13,user_0082
maintain_pace,2023-08-27 10:12:55,user_0134
change_style,2024-09-02 08:00:16,user_0129
decrease_intensity,2023-01-26 05:02:07,user_0137
decrease_intensity,2023-07-26 12:33:51,user_0052
change_style,2024-02-17 21:36:28,user_0029
take_break,2024-02-20 00:38:20,user_0062
take_break,2024-10-06 18:42:30,user_0029
increase_intensity,2023-02-10 18:39:10,user_0133
take_break,2024-06-07 14:34:27,user_0022
increase_intensity,2023-04-07 06:18:20,user_0177
change_style,2023-02-16 15:08:27,user_0119
change_style,2023-02-19 13:30:51,user_0136
change_style,2023-04-21 15:30:18,user_0115
increase_intensity,2024-01-17 15:06:56,user_0082
maintain_pace,2024-11-17 06:57:04,user_0108
increase_intensity,2023-06-21 13:26:17,user_0068
maintain_pace,2024-07-04 21:38:08,user_0040
decrease_intensity,2024-12-10 19:02:11,user_0091
decrease_intensity,2023-09-04 20:31:44,user_0152
maintain_pace,2023-10-29 05:29:02,user_0076
maintain_pace,2024-07-02 02:54:14,user_0141
take_break,2023-12-26 11:49:26,user_0178
maintain_pace,2024-02-02 22:21:05,user_0173
maintain_pace,2024-01-19 00:22:55,user_0132
change_style,2024-04-13 12:39:49,user_0090
increase_intensity,2023-10-17 01:44:51,user_0191
maintain_pace,2023-04-24 03:19:11,user_0065
change_style,2024-08-23 16:15:39,user_0155
maintain_pace,2024-08-17 11:39:35,user_0191
take_break,2023-11-24 09:41:15,user_0106
maintain_pace,2023-03-26 03:09:54,user_0102
maintain_pace,2024-10-27 08:09:18,user_0139
change_style,2023-07-10 08:25:19,user_0042
maintain_pace,2023-06-24 15:55:45,user_0086
change_style,2024-04-15 16:10:13,user_0092
increase_intensity,2024-02-12 02:38:01,user_0166
change_style,2023-02-08 07:30:14,user_0198
increase_intensity,2024-09-07 07:29:18,user_0089
maintain_pace,2023-06-14 15:06:29,user_0062
increase_intensity,2023-01-31 22:45:26,user_0132
decrease_intensity,2023-06-09 20:53:45,user_0034
decrease_intensity,2023-06-19 20:18:07,user_0026
change_style,2023-04-22 10:05:26,user_0117
take_break,2024-09-27 10:51:52,user_0054
maintain_pace,2024-01-01 10:13:46,user_0155
decrease_intensity,2023-08-24 18:05:18,user_0167
take_break,2024-07-05 20:28:23,user_0021
change_style,2024-05-04 07:00:28,user_0054
increase_intensity,2023-01-15 01:21:37,user_0184
maintain_pace,2024-07-12 20:12:09,user_0098
