actionId,date,durationMinutes,encouragementMessage,id,recommendation,timestamp,title,userId
medium_intensity,14-05-2026 23:59:19,5,Este nível de atividade é ideal para o seu bem-estar.,CQEdkOyvxSXEc9117vxF,True,,Ritmo Saudável,9d789fd91804129f
medium_intensity,09-05-2026 17:08:06,5,Este nível de atividade é ideal para o seu bem-estar.,D0LmW46Wkzurh77AFY20,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,09-05-2026 17:25:50,2,Um ritmo mais leve será benéfico para o seu bem-estar.,D9sVvY8c4Z1AJS3M36lK,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,08-05-2026 22:33:38,5,Este nível de atividade é ideal para o seu bem-estar.,DHPgbb8vWFKUgCALhOZS,True,,Ritmo Saudável,72bd2672c948d2cb
medium_intensity,09-05-2026 17:23:06,5,Este nível de atividade é ideal para o seu bem-estar.,DQvZNULxraSmv5hyWoh7,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,07-05-2026 23:01:38,2,Um ritmo mais leve será benéfico para o seu bem-estar.,DmqViD0UanF7EsScplXd,True,,Ritmo Baixo,9d789fd91804129f
low_intensity,08-05-2026 21:48:17,2,Um ritmo mais leve será benéfico para o seu bem-estar.,EFzmPDp3lCuScXrl0DRD,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,08-05-2026 21:50:47,5,Este nível de atividade é ideal para o seu bem-estar.,EQy972ZooEbihrNSf55K,True,,Ritmo Saudável,72bd2672c948d2cb
medium_intensity,08-05-2026 22:29:54,5,Este nível de atividade é ideal para o seu bem-estar.,ETZMsX0XUNJGaRmXRCTB,True,,Ritmo Saudável,72bd2672c948d2cb
low_intensity,09-05-2026 17:00:50,2,Um ritmo mais leve será benéfico para o seu bem-estar.,EXTQK34WSI1yt5pdhYSO,True,,Ritmo Baixo,9d789fd91804129f
low_intensity,08-05-2026 21:46:47,2,Um ritmo mais leve será benéfico para o seu bem-estar.,EeYkk1zRSY4hY3bzd0YE,True,,Ritmo Baixo,72bd2672c948d2cb
low_intensity,11-05-2026 22:52:10,2,Um ritmo mais leve será benéfico para o seu bem-estar.,FR399HtHzW8Qm4LBDyH4,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,09-05-2026 16:58:05,5,Este nível de atividade é ideal para o seu bem-estar.,HYclZubvfsCOzmNWIbai,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,09-05-2026 17:10:50,2,Um ritmo mais leve será benéfico para o seu bem-estar.,I8wgm2fLNI46HvZd7wUP,True,,Ritmo Baixo,9d789fd91804129f
high_intensity,15-05-2026 00:11:20,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,IAu74sst3JGGK4efBWDV,True,,Ritmo Elevado,72bd2672c948d2cb
medium_intensity,09-05-2026 16:28:05,5,Este nível de atividade é ideal para o seu bem-estar.,JNz03aYjpPEcuydEOwvR,True,,Ritmo Saudável,9d789fd91804129f
medium_intensity,08-05-2026 22:31:54,5,Este nível de atividade é ideal para o seu bem-estar.,KFq25zeffBxRgrcv8PKK,True,,Ritmo Saudável,72bd2672c948d2cb
low_intensity,09-05-2026 16:20:49,2,Um ritmo mais leve será benéfico para o seu bem-estar.,KGEOFmHR4iSUvvFS689p,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,08-05-2026 21:44:57,5,Este nível de atividade é ideal para o seu bem-estar.,KOXFK5yU31xSAmyhL7zi,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,09-05-2026 17:05:50,2,Um ritmo mais leve será benéfico para o seu bem-estar.,L1E2OYig1q7oXamBbgHg,True,,Ritmo Baixo,9d789fd91804129f
high_intensity,15-05-2026 00:02:37,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,LKH0d6SZiz6iMReIHCaI,True,,Ritmo Elevado,9d789fd91804129f
medium_intensity,09-05-2026 16:38:05,5,Este nível de atividade é ideal para o seu bem-estar.,MccmGXo2brhEq4WbwiOL,True,,Ritmo Saudável,9d789fd91804129f
high_intensity,08-05-2026 22:53:13,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,MzklEp5Hz3GQZscGtFzG,True,,Ritmo Elevado,72bd2672c948d2cb
low_intensity,09-05-2026 16:15:49,2,Um ritmo mais leve será benéfico para o seu bem-estar.,Ni9KOWK7dONoSW90W2Wk,True,,Ritmo Baixo,9d789fd91804129f
high_intensity,2026-05-05 23:56:08.093932+00:00,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,OREVtspf82oPeGmiEsfn,True,1778021764992.0,Ritmo Elevado,9d789fd91804129f
medium_intensity,08-05-2026 21:53:32,5,Este nível de atividade é ideal para o seu bem-estar.,OhX84AGPpvO5E7Oa6sg8,True,,Ritmo Saudável,72bd2672c948d2cb
low_intensity,15-05-2026 00:14:06,2,Um ritmo mais leve será benéfico para o seu bem-estar.,P0qcbKDcysbYAXkzgU1I,True,,Ritmo Baixo,72bd2672c948d2cb
high_intensity,15-05-2026 00:00:33,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,PdpabvDVvuMDxpNZ1Owb,True,,Ritmo Elevado,9d789fd91804129f
high_intensity,,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,Qv0avylToi96bqcEdpI7,True,1778185587927.0,Ritmo Elevado,9d789fd91804129f
medium_intensity,09-05-2026 17:03:05,5,Este nível de atividade é ideal para o seu bem-estar.,RnfUsTGV9fX6ss5272SH,True,,Ritmo Saudável,9d789fd91804129f
medium_intensity,08-05-2026 22:21:30,5,Este nível de atividade é ideal para o seu bem-estar.,SNy7xVOt0ualVRvDTOp9,True,,Ritmo Saudável,72bd2672c948d2cb
medium_intensity,09-05-2026 16:43:05,5,Este nível de atividade é ideal para o seu bem-estar.,SeBMeBMEWzI30LxbbvuZ,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,09-05-2026 16:35:49,2,Um ritmo mais leve será benéfico para o seu bem-estar.,TG4lxeWjRIwCLtrkNKOn,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,08-05-2026 21:47:37,5,Este nível de atividade é ideal para o seu bem-estar.,TPSginnRmqnVqZkmheDE,True,,Ritmo Saudável,9d789fd91804129f
medium_intensity,,5,Este nível de atividade é ideal para o seu bem-estar.,U7smm3OMhuFgRMTeU0pQ,True,1778019099015.0,Ritmo Saudável,9d789fd91804129f
low_intensity,07-05-2026 23:02:19,2,Um ritmo mais leve será benéfico para o seu bem-estar.,UroG3e38PSXMKaQiXsvC,True,,Ritmo Baixo,9d789fd91804129f
high_intensity,15-05-2026 00:06:21,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,Vf7Zmdgj3hRBuHcmvi65,True,,Ritmo Elevado,72bd2672c948d2cb
high_intensity,08-05-2026 22:22:48,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,WUznUq1LO3VmSpNvRNNm,True,,Ritmo Elevado,72bd2672c948d2cb
medium_intensity,09-05-2026 16:48:05,5,Este nível de atividade é ideal para o seu bem-estar.,ZZ7LYp5ujZ5d1vDUY7lU,True,,Ritmo Saudável,9d789fd91804129f
medium_intensity,09-05-2026 17:28:06,5,Este nível de atividade é ideal para o seu bem-estar.,axlk2JMRofmlSmSuDlqC,True,,Ritmo Saudável,9d789fd91804129f
high_intensity,2026-05-05 23:55:24.729941+00:00,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,bC9H96vzs5UyKLO7SNup,True,1778021724016.0,Ritmo Elevado,6dc424e629c7e3ad
medium_intensity,09-05-2026 16:18:05,5,Este nível de atividade é ideal para o seu bem-estar.,bG0YNrNkwrxB99lqxO1n,True,,Ritmo Saudável,9d789fd91804129f
medium_intensity,08-05-2026 21:57:41,5,Este nível de atividade é ideal para o seu bem-estar.,bKk7bPN7QMiMzhY1I0o6,True,,Ritmo Saudável,72bd2672c948d2cb
high_intensity,09-05-2026 18:55:41,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,ceBTDM1sjkZwAKA3tHqH,True,,Ritmo Elevado,9d789fd91804129f
medium_intensity,08-05-2026 21:46:07,5,Este nível de atividade é ideal para o seu bem-estar.,cqiu08uIoQmibyMLMnRw,True,,Ritmo Saudável,72bd2672c948d2cb
high_intensity,08-05-2026 21:47:40,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,d91YI7KuoCCBelH4falR,True,,Ritmo Elevado,72bd2672c948d2cb
high_intensity,08-05-2026 21:42:42,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,dWGcZz413laaJTMgX1DO,True,,Ritmo Elevado,72bd2672c948d2cb
high_intensity,08-05-2026 21:45:30,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,e1BuXDRFasbPkNLlMdx9,True,,Ritmo Elevado,9d789fd91804129f
low_intensity,08-05-2026 22:22:10,2,Um ritmo mais leve será benéfico para o seu bem-estar.,eNxCZpHNHlM5n0fhcVkS,True,,Ritmo Baixo,72bd2672c948d2cb
high_intensity,11-05-2026 22:44:55,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,euaVrn1tS0y0XkkvSZGF,True,,Ritmo Elevado,9d789fd91804129f
medium_intensity,07-05-2026 23:01:56,5,Este nível de atividade é ideal para o seu bem-estar.,fBfkFFtKitU3tcSZxVrt,True,,Ritmo Saudável,9d789fd91804129f
high_intensity,2026-05-05 23:25:13.261131+00:00,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,fYkWbAYv05BxIpjTpQOh,True,1777077379839.0,Ritmo Elevado,bb80f878cef35322
low_intensity,09-05-2026 16:26:09,2,Um ritmo mais leve será benéfico para o seu bem-estar.,gRS1tk1qoSzyvJ60kpob,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,09-05-2026 17:18:06,5,Este nível de atividade é ideal para o seu bem-estar.,hXkor4WmpWuAhi1ry5S9,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,08-05-2026 21:51:27,2,Um ritmo mais leve será benéfico para o seu bem-estar.,hrgOdhIUYyBXK8knU1AH,True,,Ritmo Baixo,72bd2672c948d2cb
low_intensity,09-05-2026 17:15:50,2,Um ritmo mais leve será benéfico para o seu bem-estar.,hsPKtvzW4q6pqnmkDCzi,True,,Ritmo Baixo,9d789fd91804129f
high_intensity,08-05-2026 21:52:40,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,jnAsdRM9MvsQnEr3nhWc,True,,Ritmo Elevado,72bd2672c948d2cb
high_intensity,07-05-2026 22:57:52,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,kKs2uXYppbWRtrdarrbB,True,,Ritmo Elevado,9d789fd91804129f
medium_intensity,09-05-2026 16:03:04,5,Este nível de atividade é ideal para o seu bem-estar.,kgmn6MHZbZ3sl7VYZWqI,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,09-05-2026 16:55:50,2,Um ritmo mais leve será benéfico para o seu bem-estar.,lLdI4BG1A1GdgIWs2B73,True,,Ritmo Baixo,9d789fd91804129f
low_intensity,08-05-2026 22:10:28,2,Um ritmo mais leve será benéfico para o seu bem-estar.,ljpyxUrVxKKajRl0rL5r,True,,Ritmo Baixo,72bd2672c948d2cb
low_intensity,14-05-2026 23:59:59,2,Um ritmo mais leve será benéfico para o seu bem-estar.,mNwZlfu68t0sLMefdA3A,True,,Ritmo Baixo,9d789fd91804129f
low_intensity,09-05-2026 16:30:49,2,Um ritmo mais leve será benéfico para o seu bem-estar.,nIeiJOVJ9OKtcH4Fsuu8,True,,Ritmo Baixo,9d789fd91804129f
low_intensity,15-05-2026 00:09:46,2,Um ritmo mais leve será benéfico para o seu bem-estar.,pG6OZWaJjSRLjJGkt6JL,True,,Ritmo Baixo,72bd2672c948d2cb
medium_intensity,09-05-2026 16:33:05,5,Este nível de atividade é ideal para o seu bem-estar.,pJmrjA3AFdPV7jVgsVPC,True,,Ritmo Saudável,9d789fd91804129f
medium_intensity,08-05-2026 22:07:41,5,Este nível de atividade é ideal para o seu bem-estar.,pwx4QnSqRpowyMSS40xW,True,,Ritmo Saudável,72bd2672c948d2cb
medium_intensity,,5,Este nível de atividade é ideal para o seu bem-estar.,qgm9i717nxp4Ov7tIGqj,True,1778104386247.0,Ritmo Saudável,9d789fd91804129f
high_intensity,,2,Aumentar o nível de atividade será benéfico para o seu bem-estar.,qolkiXfDnHYApx8IzVIg,True,1778103737669.0,Ritmo Elevado,9d789fd91804129f
low_intensity,08-05-2026 22:31:34,2,Um ritmo mais leve será benéfico para o seu bem-estar.,rr21YL0CLLD7NOQM5f1s,True,,Ritmo Baixo,72bd2672c948d2cb
low_intensity,09-05-2026 16:45:49,2,Um ritmo mais leve será benéfico para o seu bem-estar.,ry1tKFRCuoUoropveb7W,True,,Ritmo Baixo,9d789fd91804129f
low_intensity,08-05-2026 22:00:28,2,Um ritmo mais leve será benéfico para o seu bem-estar.,siXKz4f5R3xy6CoerRLx,True,,Ritmo Baixo,72bd2672c948d2cb
medium_intensity,09-05-2026 17:13:06,5,Este nível de atividade é ideal para o seu bem-estar.,swnouSHYgMKj4va0blEF,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,09-05-2026 16:50:50,2,Um ritmo mais leve será benéfico para o seu bem-estar.,sxtnLeMo9jVhgd9aEIfA,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,09-05-2026 16:08:04,5,Este nível de atividade é ideal para o seu bem-estar.,t1F3YpUSJthCdkEstdnk,True,,Ritmo Saudável,9d789fd91804129f
medium_intensity,15-05-2026 00:13:27,5,Este nível de atividade é ideal para o seu bem-estar.,ttEChZvaZjr6vzVmKEdC,True,,Ritmo Saudável,72bd2672c948d2cb
low_intensity,09-05-2026 16:05:49,2,Um ritmo mais leve será benéfico para o seu bem-estar.,uxObjpQSL31qsPkruoiM,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,08-05-2026 22:02:41,5,Este nível de atividade é ideal para o seu bem-estar.,votdkiQ7HTagzXIDvsPl,True,,Ritmo Saudável,72bd2672c948d2cb
low_intensity,09-05-2026 17:21:10,2,Um ritmo mais leve será benéfico para o seu bem-estar.,wv1WbpGU4jk3x4vrCw9A,True,,Ritmo Baixo,9d789fd91804129f
medium_intensity,09-05-2026 16:23:05,5,Este nível de atividade é ideal para o seu bem-estar.,yTcTy6wKuEQj6aCiqSpI,True,,Ritmo Saudável,9d789fd91804129f
low_intensity,08-05-2026 22:50:52,2,Um ritmo mais leve será benéfico para o seu bem-estar.,ypkMRVtIi1XRq9Dry8l5,True,,Ritmo Baixo,72bd2672c948d2cb
