acc,city,date,gyro,hr,id,latitude,longitude,ritmo,timestamp,userId,weather,weather_temperature
9.828626,Lisboa,24-05-2026 16:55:47,0.09,71.6,64IP9dHc12e80QdWaAi1,38.70444033052678,-9.124051165322433,18.249889,1779641747000,f7af4712fd6b9108,,21.9
9.800417,Braga,11-05-2026 14:49:36,0.33,78.1,DxdNOQ7N6EQFbaIJAabH,41.522070245520176,-8.45167858300318,16.93421,1778510976000,57e7d972b508815d,,21.25
9.837125,Lisboa,25-05-2026 09:07:26,0.3,79.3,SRBZ86lg6gHjpmNHq0wr,38.72422985948775,-9.154064191876833,18.498761,1779700046000,f879804e4456e5d4,,15.42
9.817228,Coimbra,23-05-2026 06:46:16,0.01,95.4,pSotR02fP2PWcfzyyJEd,40.180567016433,-8.37782626089796,19.391872,1779518776000,91d55d217a2af234,,7.52
9.826438,Porto,22-05-2026 01:32:28,0.09,80.9,YvK2g5H6con53S4KErc7,41.16885364905468,-8.659030948108848,18.008199,1779413548000,fb188f553674b4c4,,10.05
9.805607,Porto,27-05-2026 08:40:35,0.44,83.6,Qcl72ub9nLjW0T0z7etk,41.1678591621062,-8.644852277321663,17.727337,1779871235000,91d55d217a2af234,,14.77
9.799965,Braga,27-05-2026 05:48:03,0.1,89.2,yWViYSUfGVwdgBo1evMX,41.5490015832757,-8.401287356516539,17.370205,1779860883000,923d0315f3ae2bb3,,20.05
9.811942,Coimbra,14-05-2026 06:26:56,0.21,89.7,CFowJ8yBlRLQyfXNsZpT,40.22862173379062,-8.422575694636231,17.69428,1778740016000,19a558ecc36977ce,,16.43
9.78073,Porto,08-05-2026 11:44:44,0.08,83.0,yuxgfa8tCxWrgiflBCJJ,41.13533002995238,-8.653900264131671,17.865843,1778240684000,42d576864f9952c7,,17.06
9.781693,Coimbra,27-05-2026 21:42:46,0.1,75.8,MMYu3yasAyXfU5J5pKHk,40.18187779665424,-8.439315185416417,17.079416,1779918166000,1b1cc9cee9f27003,,17.35
9.818081,Coimbra,14-05-2026 00:42:59,0.05,98.9,jekBrAtEYexq8pUOFMNm,40.18545307639632,-8.426638126125038,18.125631,1778719379000,c837debb39dd1e68,,17.7
9.771625,Coimbra,20-05-2026 05:00:52,0.02,79.7,1NyZ3vCvB003PMituM8S,40.18207648662585,-8.42411126877259,20.254867,1779253252000,923d0315f3ae2bb3,,17.23
9.816031,Braga,20-05-2026 07:58:57,0.35,79.7,sVSOF9KYpuyr0Yzxh7Km,41.54426652495588,-8.449758814506724,19.308854,1779263937000,1791998ac3161359,,21.01
9.825821,Braga,23-05-2026 09:49:43,0.42,70.9,TnCZs1Se02YYARFiOtpq,41.55521249200152,-8.422885292417906,16.84397,1779529783000,63d3511e9e857901,,20.35
9.853809,Braga,04-05-2026 14:10:32,0.17,70.1,MELzIG763SAIcY9xS5ZI,41.55702277675295,-8.405642803383465,18.12346,1777903832000,57e17fffc619e182,,15.99
9.778987,Porto,18-05-2026 05:36:54,0.32,80.7,PNcKPRPz9Wv9YBgagqoG,41.13680592786912,-8.647157596963146,18.572579,1779082614000,72ba4e2f87adceb5,,14.32
9.814549,Braga,05-05-2026 17:44:20,0.48,93.1,USCuetcZThb2vPgRZk7V,41.54654020194943,-8.437445295306672,18.479183,1778003060000,131c7dd8f3ab4b35,,19.04
9.825636,Braga,17-05-2026 01:37:51,0.4,67.6,B9DoZzOllOQBzbVN4mCL,41.5462636715661,-8.422754617253766,18.747578,1778981871000,d5eb4d757b335d0e,,19.19
9.81501,Coimbra,10-05-2026 23:45:22,0.2,83.5,WTZYeKgZ3IlxumDhqQ3F,40.197297126136334,-8.395824574552122,18.247264,1778456722000,c9ab51cba10ae1e9,,19.17
9.790506,Lisboa,07-05-2026 20:41:40,0.35,87.9,yAMiKyBlFOIS6P7lJkFs,38.70161522012964,-9.148069024634276,17.319824,1778186500000,55b620d8c0ab41e0,,21.85
9.818256,Braga,03-05-2026 14:27:41,0.57,88.2,w8aFim0y9JGPFARFAT1C,41.52850330642128,-8.401825402250461,18.142868,1777818461000,39a54d73a921b9f6,,14.99
9.79221,Coimbra,11-05-2026 16:56:07,0.02,71.8,croIskXDKVXXFJGhKhrX,40.18533167035278,-8.40567617838016,18.153362,1778518567000,1d3db575c4a79d75,,19.11
9.826544,Lisboa,22-05-2026 10:13:45,0.44,80.1,nBgV1PWpt3cCqw30fC3h,38.724570344742695,-9.121526734123604,18.001887,1779444825000,ce246387dd078174,,28.88
9.822513,Braga,18-05-2026 00:30:52,0.32,71.4,TNOBkNiYn0nZdKwIrMIk,41.52973340538325,-8.409355970057572,18.624985,1779064252000,39a54d73a921b9f6,,17.11
9.82428,Lisboa,28-05-2026 19:17:07,0.02,84.7,82G5R0gi9WYA6dr3PiS3,38.748166034311794,-9.153652632805992,16.997486,1779995827000,7e8fb26408446272,,11.94
9.80107,Braga,13-05-2026 00:25:19,0.06,88.6,1RzFjKOrOAyCeOY4XfzG,41.53188255754722,-8.411247636313457,16.615331,1778631919000,556be8558ce56421,,18.69
9.817706,Lisboa,23-05-2026 01:45:31,0.05,71.2,FuLa3X2UfUDOQSw2eYIz,38.73281400576329,-9.113184264051243,17.925915,1779500731000,c85cdb0ef48d09c8,,13.43
9.817156,Braga,25-05-2026 00:23:04,0.32,85.6,u1svJKiK2FYv5RWdcgOY,41.57067896860306,-8.403061895941788,19.190958,1779668584000,7e8fb26408446272,,12.49
9.791243,Coimbra,08-05-2026 16:03:50,0.15,85.2,Da9BmS6i4Ptk374rfPxq,40.177179166907294,-8.379937800717666,18.456291,1778256230000,131c7dd8f3ab4b35,,33.41
9.821418,Porto,09-05-2026 00:51:02,0.29,91.4,zOtUSWoBPfTganEeiLoH,41.15097955653248,-8.600138286659837,18.762809,1778287862000,1d6285f5502cf1f8,,16.74
9.825179,Coimbra,06-05-2026 20:30:06,0.07,72.3,BSiEeoyfUZggux4tiyX0,40.17680146867232,-8.396470694673242,17.409815,1778099406000,39a54d73a921b9f6,,18.33
9.856293,Braga,04-05-2026 07:42:19,0.21,61.3,KaNPkCwUnOVj6ANRC3nf,41.55304511966504,-8.413719371003461,16.453577,1777880539000,514af2be7dc985d8,,16.11
9.831779,Porto,19-05-2026 15:25:46,0.32,80.6,9BuYiprPfpJMMUMsX8Sb,41.13846069020578,-8.656128244750771,17.436475,1779204346000,9cbee3c1d7168837,,20.72
9.795393,Lisboa,10-05-2026 03:47:20,0.01,82.2,zsPdY5Y9pFyhpFOMeH4a,38.70639405287428,-9.131899137453894,17.153793,1778384840000,c7f34dc43387f858,,26.58
9.822678,Lisboa,28-05-2026 14:12:40,0.06,59.7,xIRlWE9XebLeaqnc7d8Y,38.74573194112234,-9.16477202702807,17.220892,1779977560000,2a339e8954684016,,21.41
9.79415,Coimbra,25-05-2026 07:45:51,0.15,78.9,ABSzfOIINjrftfG6nZjI,40.203656972987815,-8.401209664071478,18.809905,1779695151000,daf96d2280390dec,,13.2
9.80331,Lisboa,04-05-2026 05:01:46,0.2,75.3,SBU92pdpf7BhDNMdtQVQ,38.716399495259786,-9.130004925072218,19.768764,1777870906000,64a94f9052422a0c,,19.62
9.784782,Braga,01-05-2026 13:13:27,0.64,89.2,F8wHHY0UqkxiVX3rU4hX,41.524849901822925,-8.411499749578427,19.457247,1777641207000,de2dde23040292bc,,11.92
9.800315,Porto,26-05-2026 10:20:03,0.21,92.7,qTKOeFDGxdF2KkxkqXg5,41.14899058651166,-8.634169044576772,18.454134,1779790803000,8e2e127651e9cbde,,21.1
9.791461,Porto,03-05-2026 03:18:28,0.97,79.4,3apcExy6jl792cJZ6TVP,41.1432338241841,-8.62846705394531,17.737073,1777778308000,bbbe498ee44f6349,,16.99
9.785044,Coimbra,16-05-2026 12:45:05,0.43,96.3,0eKxhGR5dloZHc9ze4D3,40.18842381206996,-8.428098552072711,17.775,1778935505000,7e8fb26408446272,,18.52
9.838825,Lisboa,05-05-2026 04:38:47,0.35,65.6,DaxmsKYtVNpDxLFXXmU5,38.73707049866381,-9.152402410631163,18.199058,1777955927000,867d47425e9cccc7,,14.07
9.819242,Braga,02-05-2026 03:51:26,0.18,82.0,IwO1S4a8vaWQy2VUtgnH,41.5265305654774,-8.395302057100034,18.069044,1777693886000,06961ead71f8b1d8,,16.46
9.81227,Braga,07-05-2026 21:52:37,0.48,86.6,rfc6o52HAS5xDVfLgGiO,41.541070051138206,-8.393225006242645,17.054455,1778190757000,517fc5ca69b652a5,,26.53
9.770958,Coimbra,22-05-2026 02:47:30,0.18,78.5,9ipsq2u7ZzS1VuuCroe8,40.18034082319463,-8.405504869990162,18.23195,1779418050000,ec75a53f04901eec,,15.51
9.805838,Braga,06-05-2026 06:57:45,0.18,75.1,gkCDuAhIw9XnCtDq2hfk,41.52575002005652,-8.407008633384438,18.83544,1778050665000,8dc02e5c153f83a3,,19.43
9.796142,Lisboa,02-05-2026 22:59:15,0.09,89.0,12ujfTp9wzGdRtq0lb8z,38.73992489877364,-9.125673239048686,18.699004,1777762755000,6f36a3307488809f,,20.52
9.79342,Coimbra,05-05-2026 14:21:46,0.22,74.4,gZYihad1Xoim0zxRO8Pf,40.20632150614512,-8.406756301791184,18.62379,1777990906000,9d16533a62ab9315,,17.92
9.812347,Lisboa,04-05-2026 03:06:55,0.18,92.8,5PCZif521Zvhc8Ddk7KB,38.74484116594279,-9.168716941370027,18.539444,1777864015000,2f2bd7547d602b7a,,17.19
9.805646,Coimbra,21-05-2026 17:05:58,0.25,91.0,wn6lrrC4jcNNNpPsFA4J,40.20309082491634,-8.418591382333712,18.869156,1779383158000,e7eb35b501d57e1f,,23.22
9.81042,Coimbra,07-05-2026 15:53:29,0.09,86.8,mP4ZHpOZIYbyYTwEIYFw,40.17959284601522,-8.425870501794307,18.224586,1778169209000,2a339e8954684016,,17.48
9.81194,Lisboa,16-05-2026 11:31:09,0.25,86.0,ob5ZXrdZEHwXLokgpQpr,38.71627258279932,-9.161461302537678,20.154327,1778931069000,234da97fe615c6b7,,13.98
9.785716,Porto,28-05-2026 22:43:47,0.24,91.6,Zyw712llpLuZVSw6LbTS,41.17215869933944,-8.596982322008827,18.649836,1780008227000,53c682ded6545e06,,20.51
9.809755,Lisboa,28-05-2026 08:04:09,0.02,71.0,m1Z4FItlFcfdoMobHEav,38.74646819586197,-9.134897525045227,17.152593,1779955449000,c85cdb0ef48d09c8,,21.9
9.807059,Braga,09-05-2026 14:45:20,0.1,71.7,Z23udbjLT6jXh2H3x9ex,41.56194806886681,-8.437989404703915,18.31999,1778337920000,d4389e820d4f82fa,,15.75
9.793556,Coimbra,16-05-2026 15:51:35,0.07,82.4,kU8BYO9FPulT9JS47NYw,40.20794490445617,-8.421855625135821,17.356613,1778946695000,bb4bb9fbcfcc16d1,,16.12
9.814641,Braga,19-05-2026 08:50:57,0.42,65.5,USsilUa8S8Kz2X9KclMu,41.55433871909036,-8.403811791638539,17.516197,1779180657000,64a94f9052422a0c,,17.15
9.816218,Braga,25-05-2026 02:05:50,0.26,94.8,vVepwukO49f0TQOU4vCa,41.55294093327125,-8.455063868698835,17.916279,1779674750000,bc74204126e384ca,,17.92
9.789949,Lisboa,18-05-2026 00:20:24,0.09,79.8,YgUadyCUAk4AF4ywIyg1,38.70662293568056,-9.125929463740633,18.202668,1779063624000,487b076a69a53671,,14.69
9.820387,Coimbra,11-05-2026 22:49:22,0.03,95.3,CeZ2csbuq8gevk4ykUeJ,40.21889143529315,-8.404781241407346,18.252099,1778539762000,de2dde23040292bc,,20.76
9.801976,Porto,24-05-2026 10:25:44,0.0,82.2,bB8PkM4BkdgvnmASJU7U,41.14914932279871,-8.594294606373973,17.899652,1779618344000,13db178cd9a1e37a,,14.91
9.81049,Lisboa,05-05-2026 15:45:00,0.44,85.0,zKJ1FjdxaBfs0QOMEmgb,38.73097229487879,-9.153322761192197,19.209761,1777995900000,1d6285f5502cf1f8,,26.61
9.794653,Braga,04-05-2026 23:27:44,0.06,88.7,2htYzEF5QqfPIylx4yxl,41.5276249205763,-8.441521024649703,20.044456,1777937264000,102edb38b5ec347f,,14.77
9.793206,Coimbra,13-05-2026 18:53:03,0.64,74.0,1rKdjWSQgfQwZIAWLoJd,40.178709289342976,-8.414560533822737,17.907451,1778698383000,c34c1310eab19c87,,14.96
9.813008,Coimbra,26-05-2026 23:55:10,0.56,83.4,37EK4pEtfz52TcGK5HZK,40.22049389879663,-8.416052957674772,19.323432,1779839710000,2b95dd3cf28e7c18,,15.69
9.792032,Braga,09-05-2026 09:25:06,0.4,84.9,knZmicBfRBm0Oj1Mqu6U,41.524895200732,-8.40794355712242,20.023491,1778318706000,c85cdb0ef48d09c8,,22.72
9.800616,Porto,27-05-2026 19:11:23,0.41,62.9,2rHD63aYSNLHYAhAjjKL,41.13559945950679,-8.625057397644317,18.096076,1779909083000,574582321d04df00,,22.95
9.778111,Porto,05-05-2026 21:39:44,0.0,74.0,s3I4w4AqyPFKMEclrzjN,41.18084614395114,-8.624604140999457,17.825092,1778017184000,19a558ecc36977ce,,16.2
9.822457,Coimbra,17-05-2026 02:13:06,0.04,69.3,pdVE6r5xbv0Yttr1F2SR,40.178394231848245,-8.382755928278543,17.982753,1778983986000,5a7b6516c51a4d4e,,20.06
9.824232,Porto,15-05-2026 14:05:06,0.46,68.8,CX0urUAMPfmCn60AVFWH,41.18341484421987,-8.648611674487737,19.561909,1778853906000,c7f34dc43387f858,,19.33
9.79503,Lisboa,08-05-2026 17:12:58,0.03,95.5,tTGziX2H4Kblm41m1dpc,38.73963495652447,-9.138243119063713,19.004327,1778260378000,8e2e127651e9cbde,,18.27
9.851215,Coimbra,10-05-2026 15:58:46,0.07,97.6,x0DGzO7hRbpxFMCl93EL,40.17903017694155,-8.420171902770077,18.892786,1778428726000,c9ab51cba10ae1e9,,20.58
9.837373,Lisboa,13-05-2026 13:21:38,0.21,70.4,1Sfsbydk2KX9n2oPoRnr,38.71388943779754,-9.11592954924697,19.105797,1778678498000,c7f34dc43387f858,,10.97
9.786335,Coimbra,01-05-2026 10:22:00,0.08,59.6,6iPlMZaoqMZ8tT9TPrB5,40.20401718734013,-8.384519564365267,18.583877,1777630920000,102edb38b5ec347f,,24.01
9.811482,Coimbra,11-05-2026 14:13:55,0.41,96.3,tRH0NzLgaGQ911xJPMMs,40.222285672332674,-8.413198963709767,16.5181,1778508835000,9d16533a62ab9315,,17.78
9.817681,Lisboa,17-05-2026 07:47:55,0.62,79.7,Ou3rqPT85PtmjHWp5dZ2,38.7322583192946,-9.140563961552692,18.348561,1779004075000,c9ab51cba10ae1e9,,12.78
9.823393,Coimbra,02-05-2026 05:39:27,0.28,83.7,Fsq6AzyVcLTK0mvUToRI,40.21196864614743,-8.39752002336163,17.589526,1777700367000,d632e4ce536ec364,,13.76
9.808746,Coimbra,25-05-2026 15:03:52,0.3,89.6,2k1Q4JlsgEiVqUZJW6l8,40.22525245324972,-8.398148380463887,18.612793,1779721432000,8e7f2987241c2818,,15.88
9.794143,Lisboa,11-05-2026 20:11:45,0.31,78.9,3tAY4vxqLsD2hEd3OLL8,38.73063947913444,-9.15852401348008,17.550494,1778530305000,c7f34dc43387f858,,13.21
9.849295,Porto,06-05-2026 19:35:44,0.21,80.4,RyHtAd32jimvAK56Dju3,41.15639986134979,-8.651008194325238,18.273275,1778096144000,e1bd0a847e7079be,,17.55
9.805581,Braga,09-05-2026 14:00:54,0.23,86.1,OdaCrnWXkKWkFYWXfiNB,41.56046283864426,-8.427396055217852,17.50508,1778335254000,1791998ac3161359,,15.7
9.804499,Coimbra,19-05-2026 14:35:45,0.45,57.0,cImUx8a5uW1HmbRaOUpo,40.19808324272473,-8.377399918462897,19.621373,1779201345000,72bd2672c948d2cb,,24.58
9.805019,Lisboa,25-05-2026 10:25:46,0.09,85.8,tke0ct8sDUHMHvB4Riv5,38.71215297191926,-9.166798250334857,20.9739,1779704746000,d57d393b16ba030e,,22.48
9.807442,Coimbra,20-05-2026 13:59:07,0.48,70.4,ooUinUbLGkhxTPYcy4Oq,40.19569954026333,-8.432329218984542,18.490906,1779285547000,bb80f878cef35322,,14.97
9.781555,Porto,06-05-2026 05:57:40,0.32,73.5,1bdShACyhJqESjnSROat,41.16297190473715,-8.661521578258974,19.788697,1778047060000,d632e4ce536ec364,,21.53
9.809841,Coimbra,14-05-2026 02:32:46,0.02,94.8,MSiA15gGUNhshYgFmMmX,40.2120298958388,-8.398811964328974,16.968557,1778725966000,5e1de20fecf98844,,24.09
9.820778,Lisboa,18-05-2026 09:00:32,0.06,69.6,AskcJF6nS7EvpaaQf6h1,38.74020095420833,-9.106553375662468,17.00516,1779094832000,13db178cd9a1e37a,,12.47
9.828524,Coimbra,25-05-2026 20:10:47,0.42,99.1,UUg5qPoDsqDdg0l3c2sx,40.18435378365779,-8.43928239112247,18.811493,1779739847000,f7c6682ad24d37f8,,15.4
9.800257,Lisboa,03-05-2026 05:27:52,0.26,74.1,2iQPkvw5C9Nr4Ufx0vlh,38.718303737147984,-9.165885118545884,18.108779,1777786072000,9d789fd91804129f,,14.68
9.815409,Coimbra,19-05-2026 17:23:28,0.07,79.5,2EZAP4ZkhiSUd82kgA6L,40.19791350681634,-8.413372845912594,16.977845,1779211408000,5a7b6516c51a4d4e,,15.69
9.825108,Coimbra,09-05-2026 19:11:01,0.29,85.0,yXwNb3R41U5iE6Fh4ACc,40.21962231466075,-8.397687067305883,18.21444,1778353861000,7d176c63414fcd05,,21.01
9.776612,Porto,26-05-2026 11:27:25,0.2,85.4,VKUKo9Q3vHHSSNgBQUpE,41.145027081957416,-8.642423387340864,18.547211,1779794845000,daf96d2280390dec,,14.95
9.773902,Lisboa,08-05-2026 05:11:41,0.01,63.7,0J5NdaP7kG2E2F3keWFu,38.73114038361204,-9.129512797570484,18.043625,1778217101000,3993ad7e2565b6b0,,14.38
9.822772,Braga,25-05-2026 14:36:55,0.02,63.4,JPyz0pfDCZKCf2FCuhFV,41.53626831236447,-8.442506199532005,16.631756,1779719815000,c34c1310eab19c87,,15.39
9.810948,Porto,28-05-2026 01:06:16,0.12,71.4,a0fYM9NOt4GJnPQD8vx0,41.136442717902646,-8.635387330765091,18.937241,1779930376000,867d47425e9cccc7,,15.69
9.826714,Porto,17-05-2026 02:46:34,0.16,68.7,XNMETQxTChgWQoavw1O9,41.17499580617098,-8.60440456576319,19.428283,1778985994000,d5eb4d757b335d0e,,8.11
9.794062,Lisboa,06-05-2026 03:52:27,0.06,85.8,5kFi0TVUAgqNmmh72znD,38.72487529398678,-9.148028583477988,18.225208,1778039547000,552b8d6c350cb13c,,15.58
9.811732,Braga,21-05-2026 02:53:34,0.35,78.4,7O1RLhX5CDQL9Gi9FaHV,41.55710655908791,-8.454800119447293,18.416153,1779332014000,552b8d6c350cb13c,,19.35
9.815795,Coimbra,13-05-2026 01:13:08,0.26,100.8,z9vsCZiiAMS4VGt1SJ3u,40.19890789188291,-8.402593817184584,17.749771,1778634788000,c9ab51cba10ae1e9,,22.8
9.801838,Braga,15-05-2026 02:32:58,0.3,59.6,w6RiTP9lGISOuThWwJEL,41.52924799429356,-8.417541176078597,16.231046,1778812378000,2b95dd3cf28e7c18,,16.59
9.810368,Coimbra,26-05-2026 22:02:30,0.1,96.8,42BZaHgbyjdQdmrWYksR,40.21270915762828,-8.382452485962574,17.691267,1779832950000,d0825fdf3da3660c,,21.32
9.765777,Lisboa,15-05-2026 07:51:49,0.23,82.4,WIcw0CgN3RVJ3oVPJypG,38.70320711397471,-9.169613567391185,16.517191,1778831509000,057c44d337463e07,,22.58
9.81677,Lisboa,19-05-2026 12:34:33,0.19,75.8,A9YRu9JdaVqmN3X33C1o,38.73271855848012,-9.170655445451528,20.277463,1779194073000,95744df47936b8c4,,18.73
9.811431,Lisboa,13-05-2026 09:06:55,0.14,75.2,vDT7jcj7uMdX7ON1QtFY,38.7023235726498,-9.13348696843352,18.285093,1778663215000,72bd2672c948d2cb,,22.15
9.7998,Lisboa,26-05-2026 12:07:46,0.29,77.3,9lHeYGkAIIzfwo4nQvvx,38.69923553989141,-9.124925477544078,17.645507,1779797266000,c34c1310eab19c87,,19.51
9.82514,Lisboa,26-05-2026 18:04:33,0.26,70.8,J0WPahQwCp5PN6Np9cR4,38.70709603022839,-9.121812627222502,19.440778,1779818673000,102edb38b5ec347f,,19.65
9.847536,Lisboa,06-05-2026 12:05:25,0.37,72.3,qIUsb6H0XxGZGCFcs5Pm,38.71589411440549,-9.118798284833412,16.438816,1778069125000,95744df47936b8c4,,23.98
9.823087,Lisboa,09-05-2026 03:01:44,0.08,79.4,XIIaOenQOXn3RB1gnI1S,38.72305031455719,-9.10827735733839,16.777598,1778295704000,b8e78b83a62a0cb7,,27.78
9.812584,Coimbra,08-05-2026 11:08:13,0.22,81.1,DTvcfedlYqJeK0o6qAyC,40.2112143105175,-8.379208270305485,18.513593,1778238493000,da211edc7bac01a0,,18.9
9.794191,Coimbra,06-05-2026 17:50:10,0.56,84.7,aPUNeWVLcS2ew7GgsYRt,40.19968334825387,-8.444457265401663,19.699611,1778089810000,1b38ab967d98cc4e,,24.37
9.799776,Porto,19-05-2026 12:22:44,0.04,70.1,0QbEkIoiVzYZ2Is9OjtR,41.14610193019371,-8.598496506397417,17.895501,1779193364000,24d6a87b0598b02e,,22.38
9.776151,Lisboa,27-05-2026 22:42:11,0.05,95.3,hcaKMzIJ8ftnVV5UwnA5,38.74699917375101,-9.173135369249012,17.39927,1779921731000,bc74204126e384ca,,13.95
9.776903,Braga,13-05-2026 06:27:55,0.02,88.2,hlQZK2d2W7JDPJesQeqg,41.527091517,-8.446645445645458,16.506942,1778653675000,5311a0642c2564ad,,12.82
9.803284,Braga,17-05-2026 01:28:09,0.08,96.7,iQPpgsNe5muFCvNQtSLj,41.55758183207788,-8.427424225563625,16.380141,1778981289000,3bd002cf1fcfa789,,17.02
9.804546,Lisboa,09-05-2026 04:28:45,0.02,53.0,upYoTVPBr1xiRUv4EDCw,38.73891580390645,-9.107554269042392,17.593611,1778300925000,72bd2672c948d2cb,,20.78
9.798527,Braga,20-05-2026 06:17:17,0.01,74.5,GaQp29ZNRkWGiCklK8KQ,41.54349385977107,-8.425748763581264,17.265102,1779257837000,3b1338c1207d1e2e,,15.15
9.812129,Braga,18-05-2026 10:01:37,0.45,77.5,oWFoeqxocQnH6YxyE6D4,41.558139682416765,-8.427690246140305,15.611159,1779098497000,552b8d6c350cb13c,,22.37
9.834922,Porto,06-05-2026 00:15:57,0.1,59.3,9HO1r1VqLIKlyPyxLP51,41.133054828878414,-8.618447379067979,17.563481,1778026557000,13db178cd9a1e37a,,12.37
9.794444,Porto,11-05-2026 19:41:47,0.53,68.9,zw03wFYE4MaG4iCkoeGP,41.158799797367706,-8.637970054500391,19.260122,1778528507000,c0014ea2ee2fdaea,,23.09
9.824433,Lisboa,18-05-2026 14:01:13,0.16,68.7,T0hQoAZvUhEREEnLkP1A,38.70672190804524,-9.160970587237932,18.473808,1779112873000,a8c47673d6a4f85c,,13.11
9.803809,Lisboa,04-05-2026 08:12:28,0.38,83.3,yyigbmH36GRA0jMglE5N,38.74510702782865,-9.132618516205063,19.107836,1777882348000,06961ead71f8b1d8,,17.26
9.799546,Porto,06-05-2026 16:54:59,0.21,90.5,EQi5MI0a58XRPBHAx3cS,41.17829866283678,-8.626845753835624,16.601085,1778086499000,1b1cc9cee9f27003,,11.77
9.82212,Coimbra,19-05-2026 12:10:21,0.53,67.2,LZV6W1SKgBiqEXo62fsM,40.18869224323671,-8.388926464527547,16.270191,1779192621000,9cbee3c1d7168837,,24.79
9.81422,Coimbra,01-05-2026 08:17:18,0.16,79.0,HhHayPnSZuAxgjBPLqq2,40.19022145564284,-8.445264800895151,18.373356,1777623438000,5afe6ceac06784f5,,17.85
9.832066,Coimbra,20-05-2026 07:04:03,0.05,81.1,nAJYJElxJJEqtKwXTzVi,40.20679219632491,-8.402389698748586,17.518454,1779260643000,b572bc65fae8bec1,,17.77
9.816156,Porto,08-05-2026 20:30:17,0.4,62.9,nGzYvZJNSRTdky9OaZf0,41.17128197991629,-8.632930368552394,18.95942,1778272217000,6588d11c4a11acb1,,18.68
9.80632,Braga,05-05-2026 06:41:28,0.1,80.2,qoxfMcUy7zNPHsT9Md8X,41.54387010611488,-8.419267184517329,17.36656,1777963288000,8e2e127651e9cbde,,14.89
9.813917,Braga,10-05-2026 19:00:21,0.12,70.2,Q7ZHsmcYMGHSoNkRcxpP,41.55297573856037,-8.43090323175236,16.231333,1778439621000,53c682ded6545e06,,22.12
9.819452,Porto,14-05-2026 09:29:23,0.29,82.6,zwQzzLmHaVTe6fJsU1J6,41.18358490433597,-8.658732818376176,19.774926,1778750963000,8f8c45c33ff51d0e,,22.06
9.773183,Lisboa,11-05-2026 23:39:12,0.19,67.2,9mD7zKaqlAGgJeGsv8hZ,38.714063646562046,-9.117461875854174,17.989274,1778542752000,a8c47673d6a4f85c,,20.07
9.795485,Lisboa,28-05-2026 21:47:59,0.23,81.9,SC9yKEXpWv9XDRD5L3bE,38.74261012480725,-9.117625742648,17.413967,1780004879000,487b076a69a53671,,12.37
9.791535,Porto,11-05-2026 16:45:50,0.29,66.5,SoZuA9wHIaS1qpsfzRV0,41.1448222542225,-8.637515011284211,19.135177,1778517950000,3811390588367f0e,,14.2
9.862648,Lisboa,24-05-2026 03:13:38,0.06,84.9,wn5Krl8VR76mFVmpVp3q,38.69940553341435,-9.109441234998036,17.06429,1779592418000,1791998ac3161359,,20.8
