city,cluster,current_level_index,date,id,latitude,longitude,message,mode,progress_percentage,recommendation,ritmo,status,type,userId,user_id
Braga,Iniciante,17.18,2026-05-19T05:01:50,OswydLGcDHCiPf8eoPYX,41.5446266570457,-8.43191220420901,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,96.98,True,18.9506,Pendente,Atividade,c31244cee16e0c77,c31244cee16e0c77
Coimbra,Moderado,83.5,2026-05-03T13:42:47,SoGQkY2N9U4x4xoyPofw,38.7151406184717,-9.13553645896422,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,79.8,True,17.8803,Pendente,Atividade,f7af4712fd6b9108,f7af4712fd6b9108
Lisboa,Iniciante,76.91,2026-05-01T04:32:45,nm0y3XbBmwKKOLMbYyCO,40.2091795635347,-8.40630595349177,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,13.66,True,19.3228,Matched,Convite,c34c1310eab19c87,c34c1310eab19c87
Braga,Iniciante,43.43,2026-05-06T00:44:17,98li8KAwikgYh8KHUAtV,38.7108300665732,-9.14330703998246,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,47.48,True,18.6247,Ativo,Convite,04964f8452901231,514af2be7dc985d8
Porto,Avançado,99.62,2026-05-03T11:12:23,lu2nAYUe2nQHg71HrGCH,41.1650950632251,-8.62959670543506,Bom progresso! Mantém a consistência.,Ritmo Expert,49.94,True,17.0521,Pendente,Match,19a558ecc36977ce,cb4c1290e91970dd
Porto,Iniciante,1.06,2026-05-08T20:23:14,7COzlx2EnfyMxB74jJuK,41.1596243896618,-8.62076124401711,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,69.56,True,14.4142,Pendente,Atividade,e1bd0a847e7079be,e1bd0a847e7079be
Coimbra,Avançado,46.76,2026-05-21T23:18:13,u8IcOIl7EooFDMNXYCXR,38.7246491379511,-9.13860371150449,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,89.86,True,16.6198,Matched,Convite,d632e4ce536ec364,d632e4ce536ec364
Coimbra,Moderado,33.96,2026-05-26T07:05:10,4ESoPlxEs4tooIZDS3j9,38.7190839287913,-9.13535516638945,Bom progresso! Mantém a consistência.,Ritmo Iniciante,25.19,True,20.3986,Ativo,Match,5311a0642c2564ad,7d176c63414fcd05
Porto,Moderado,96.77,2026-05-25T08:30:36,Al4hg35pFxMBsGICVlcy,41.5526953005587,-8.42868714830839,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,60.68,True,17.9056,Pendente,Atividade,cb4c1290e91970dd,3db4e6efff8b7518
Braga,Avançado,58.09,2026-05-15T00:41:04,bdeVb54o6H5aglg9ZKi5,41.5439559186113,-8.43493303713983,Bom progresso! Mantém a consistência.,Ritmo Expert,63.21,True,18.9009,Pendente,Match,daf96d2280390dec,e7eb35b501d57e1f
Braga,Iniciante,57.59,2026-05-29T11:12:33,SjYFVtc6moZMkXeojHn1,41.5483161415248,-8.43058904708483,Bom progresso! Mantém a consistência.,Ritmo Avancado,86.74,True,17.151,Ativo,Match,72ba4e2f87adceb5,5afe6ceac06784f5
Porto,Moderado,12.42,2026-05-18T18:29:36,paoMMt0KiUcSem3XmPdn,38.7141239170974,-9.13164795750736,Bom progresso! Mantém a consistência.,Ritmo Expert,14.95,True,14.8212,Matched,Atividade,b572bc65fae8bec1,b572bc65fae8bec1
Lisboa,Iniciante,71,2026-05-01T17:38:59,sSJsASQsY4X7WxxALLTa,41.1517922642055,-8.61768238501048,Bom progresso! Mantém a consistência.,Ritmo Iniciante,90.21,True,17.2841,Pendente,Match,c7f34dc43387f858,de2dde23040292bc
Coimbra,Moderado,41.9,2026-05-18T23:42:47,OpjEnmj0LNM9ydr2pldP,38.7239679671384,-9.14675566509074,Bom progresso! Mantém a consistência.,Ritmo Expert,11.8,True,14.9326,Ativo,Convite,3cc68b8049eb8d4c,7f281c8dbac1f799
Porto,Avançado,28.2,2026-05-28T02:36:05,mXD7iqgPZCtLcN18CJkE,40.2093863658205,-8.40285947132852,Bom progresso! Mantém a consistência.,Ritmo Expert,60.75,True,14.7411,Ativo,Match,7e8fb26408446272,7e8fb26408446272
Coimbra,Moderado,67.1,2026-05-04T12:41:49,ZZEFGt8ixhcSJfBvPGIE,40.2032434495139,-8.41290002706709,Bom progresso! Mantém a consistência.,Ritmo Avancado,44.47,True,21.6169,Ativo,Atividade,c51d4eb54f89fec8,c51d4eb54f89fec8
Coimbra,Moderado,61.34,2026-05-23T16:30:10,cBVy2KNMUxwfvYsdpY7j,40.2103931297258,-8.41403999036527,Bom progresso! Mantém a consistência.,Ritmo Avancado,61.97,True,16.7397,Pendente,Convite,bbbe498ee44f6349,bbbe498ee44f6349
Braga,Moderado,55.67,2026-05-08T21:38:40,NtAgSsZxurx2e3hZUFXv,40.2123346658484,-8.40121713838591,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,77.95,True,15.7755,Pendente,Atividade,63d3511e9e857901,4c885efe7bde3ff4
Porto,Avançado,90.03,2026-05-19T13:01:36,TMwzClnaGuurP9soUAXW,41.5435173041136,-8.41975406608717,Bom progresso! Mantém a consistência.,Ritmo Expert,96.51,True,22.8539,Matched,Convite,9cbee3c1d7168837,131c7dd8f3ab4b35
Braga,Avançado,54.09,2026-05-21T20:36:00,XnGW9Q8Ur1LgBLFhVxCS,38.7174373764088,-9.13505915473297,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,74.51,True,20.445,Ativo,Atividade,d5eb4d757b335d0e,57e7d972b508815d
Porto,Avançado,42.08,2026-05-26T11:57:44,TzYqDZF0J8JdK6nT13BZ,38.7172905617348,-9.13553491892733,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,38.22,True,16.8855,Ativo,Match,b572bc65fae8bec1,c31244cee16e0c77
Porto,Moderado,23.59,2026-05-30T23:37:47,ckdb8fYX3ruce0WBis6t,41.5453646940624,-8.42860274645052,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,0.01,True,19.2829,Ativo,Atividade,e8c9832b5c388bb5,e8c9832b5c388bb5
Lisboa,Avançado,89.18,2026-05-20T10:05:30,A8RQ0buPIdJjZm7dbzDK,41.5457955572594,-8.43892479609172,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,17.27,True,17.2926,Matched,Match,8e7f2987241c2818,82a83fc853728306
Lisboa,Iniciante,11.49,2026-05-26T20:16:59,3CZxMDSa9h0QZf8KaGc1,41.5366384818433,-8.44200489809102,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,96.9,True,15.922,Matched,Atividade,923d0315f3ae2bb3,430f674c6dfe941a
Coimbra,Iniciante,88.84,2026-05-04T08:16:01,XVdWPQPl8DkuZWG5hPer,41.1558599843977,-8.63829278615549,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,42.98,True,19.4241,Matched,Match,cbf338d836298cb7,1b1cc9cee9f27003
Braga,Avançado,13.84,2026-05-19T04:40:17,DqOiHzAEDhPM3clmm24T,40.2044523149764,-8.41765068108674,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,56.05,True,17.0271,Matched,Atividade,3c58290022ed11b1,e1bd0a847e7079be
Braga,Avançado,34.3,2026-05-03T14:49:52,7iLfUFDwPcIyo0NjFDTz,41.1663951079704,-8.63342284595935,Bom progresso! Mantém a consistência.,Ritmo Avancado,79.15,True,18.2265,Matched,Atividade,13db178cd9a1e37a,19a558ecc36977ce
Braga,Iniciante,99.37,2026-05-27T08:27:15,2yZ0QaPqpzAHMKuFbshg,41.5410250012728,-8.43466848934061,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,36.79,True,21.0641,Pendente,Match,72ba4e2f87adceb5,72ba4e2f87adceb5
Lisboa,Avançado,24.26,2026-05-22T03:56:24,tzRVfWaRQI1CuRKHzbCI,41.5432345210164,-8.42420554369949,Bom progresso! Mantém a consistência.,Ritmo Expert,93.5,True,20.7336,Matched,Convite,0f98939ac68105bb,f7c6682ad24d37f8
Porto,Moderado,50.87,2026-05-14T01:36:57,EYvfzdzTe3POsc3Qn37u,38.7317203909203,-9.13624247349196,Bom progresso! Mantém a consistência.,Ritmo Iniciante,58.72,True,16.3497,Pendente,Match,574582321d04df00,574582321d04df00
Braga,Moderado,23.19,2026-05-26T06:11:35,Im5Qff4txbztuontT31M,41.1515310690233,-8.63249989133678,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,91.12,True,19.4581,Pendente,Atividade,102edb38b5ec347f,5e1de20fecf98844
Coimbra,Iniciante,42.02,2026-05-13T18:05:42,55sH4YaSGVTw6Qi71jI7,38.7202916169659,-9.13716980633269,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,30.13,True,14.6164,Pendente,Match,c34c1310eab19c87,cb4c1290e91970dd
Braga,Iniciante,64.48,2026-05-17T01:37:46,fg9WrT51cyHU843rW0da,41.5438005384002,-8.41635549763983,Bom progresso! Mantém a consistência.,Ritmo Avancado,0.47,True,19.3512,Pendente,Atividade,72ba4e2f87adceb5,e1bd0a847e7079be
Braga,Avançado,6.69,2026-05-06T05:44:20,g2BR6V4j1Hl3SdVwxVzr,40.2136958391711,-8.40604268591671,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,87.46,True,18.4455,Matched,Atividade,5afe6ceac06784f5,5afe6ceac06784f5
Lisboa,Avançado,95.74,2026-05-02T20:13:30,Njlga237YvAeQkgMQOKL,41.551147632699,-8.43518922028432,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,69.41,True,19.1369,Ativo,Match,9d789fd91804129f,c85cdb0ef48d09c8
Porto,Iniciante,27.22,2026-05-15T01:28:36,iQxg6iS9h2ibJAOYxS4u,40.1970873678876,-8.40212729056965,Bom progresso! Mantém a consistência.,Ritmo Iniciante,58.2,True,17.1077,Ativo,Match,131c7dd8f3ab4b35,131c7dd8f3ab4b35
Braga,Moderado,25.84,2026-05-14T11:15:34,ug2o8yZgZSjUt0cmB79b,41.1511918985599,-8.62707608857784,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,95.86,True,24.2522,Pendente,Atividade,e8c9832b5c388bb5,e8c9832b5c388bb5
Porto,Moderado,0.93,2026-05-13T04:03:27,Szp90SuXBJIDL7YxvkKL,41.5442740199455,-8.42587690045481,Bom progresso! Mantém a consistência.,Ritmo Iniciante,3.3,True,15.2961,Pendente,Convite,cb4c1290e91970dd,c6a2d85265d19a41
Braga,Avançado,55.36,2026-05-23T05:18:29,i1waJmRscXZdf2EctCzs,41.1582853195187,-8.6219628158881,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,1.22,True,20.9147,Matched,Atividade,234da97fe615c6b7,234da97fe615c6b7
Coimbra,Moderado,19.46,2026-05-13T15:48:08,8C9t1K78wAGGZKB7GkE3,40.1943778550605,-8.42041603604439,Continua ativo para melhorares o teu ritmo.,Ritmo Iniciante,95.64,True,14.9049,Pendente,Match,42ac1a2bf982f79c,42ac1a2bf982f79c
Coimbra,Moderado,51.75,2026-05-29T09:08:40,BHYAi2dv1QvbyEiGioya,40.2014065600986,-8.40476466327022,Bom progresso! Mantém a consistência.,Ritmo Avancado,23.62,True,19.513,Pendente,Convite,bbbe498ee44f6349,bbbe498ee44f6349
Porto,Moderado,70.73,2026-05-24T07:24:55,XT5biJFq65JX3ZLWSlIT,41.5551451541647,-8.43244107139179,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Iniciante,24.27,True,19.7274,Ativo,Convite,c85cdb0ef48d09c8,a2fd30e5fa49ad53
Braga,Moderado,19.75,2026-05-10T08:12:12,gC43tLySs1yItOBFgVMs,40.20903502278,-8.40369309082797,Bom progresso! Mantém a consistência.,Ritmo Expert,88.23,True,18.1649,Pendente,Convite,7d176c63414fcd05,e84878f982129128
Coimbra,Moderado,31.6,2026-05-01T05:10:13,KqDCjOm1eoo8TXmygs8n,38.7234423780985,-9.13298897707101,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,64.27,True,16.514,Pendente,Match,53c682ded6545e06,53c682ded6545e06
Lisboa,Avançado,70.11,2026-05-11T22:17:34,9nnq59eyat2XykLdOEcM,40.1968734920529,-8.40583229872484,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,85.07,True,18.4234,Ativo,Match,fb188f553674b4c4,fb188f553674b4c4
Lisboa,Avançado,49.8,2026-05-17T03:10:15,bfUV2WXpApkqMo6IOQVr,40.2065098937718,-8.42012422043555,Continua ativo para melhorares o teu ritmo.,Ritmo Avancado,95.05,True,18.801,Pendente,Match,fb188f553674b4c4,3b1338c1207d1e2e
Lisboa,Iniciante,26.14,2026-05-03T19:01:47,fzgEenlF3h6rY94FgfIu,38.7298632211229,-9.13693115247638,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,24.07,True,23.3698,Matched,Convite,17b4966e9be4d8d8,5a7b6516c51a4d4e
Porto,Avançado,55.63,2026-05-29T04:50:55,HD8qAOy2HpugVyfiUW2m,41.1636672966266,-8.63822674018365,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Expert,81.41,True,15.383,Pendente,Atividade,3811390588367f0e,3811390588367f0e
Braga,Avançado,97.15,2026-05-17T20:43:29,PjjJo2YaaKZryot6HfJA,41.158731539354,-8.6119452684082,Mantem a atividade para evoluir de Moderado para Avançado.,Ritmo Avancado,35.89,True,16.3323,Matched,Atividade,bb4bb9fbcfcc16d1,5311a0642c2564ad
Braga,Avançado,55.37,2026-05-27T15:46:16,N98Xiek1bmVOaJTlRDnU,40.1998032375388,-8.41604583990604,Continua ativo para melhorares o teu ritmo.,Ritmo Expert,81.71,True,18.8542,Ativo,Atividade,3c58290022ed11b1,ae7ec9246c4649bc
